english,german,label
The mechanic is intelligent.,die Fachkraft für Mechanik ist intelligent.,0
"In the Member States, we are all waiting for the Council of Ministers to show the political courage and will really to reform current cooperation.","In den Mitgliedstaaten warten wir alle darauf, dass der Ministerrat politischen Mut und Willen zeigt, die derzeitige Zusammenarbeit wirklich zu reformieren.",1
The colleague is intelligent.,Die Kollegin ist intelligent.,1
I tried on the shoes.,Ich habe die Schuhe anprobiert.,0
The children's day carer is intelligent.,die Kindertagespflegeperson ist intelligent.,0
The worker is responsible.,Der Arbeiter ist verantwortlich.,1
The coordinators are diligent.,Die Koordination sind fleißig.,0
Fix this.,Beheben Sie das.,0
The invoice recipient is diligent.,der*die Rechnungsempfänger*in ist fleißig.,0
The counsellor is diligent.,die beratende Person ist fleißig.,0
The stonecutter is responsible.,Die Steinmetzin ist verantwortlich.,1
The ceramists are responsible.,Die Keramikerinnen sind verantwortlich.,1
The mechanics are intelligent.,die Mechaniker*innen sind intelligent.,0
The sportsperson is diligent.,Die Sportfreundin ist fleißig.,1
You're on the right track.,Du bist auf dem richtigen Weg.,0
"From our standpoint, it is of vital importance that Community fishermen resume their activities at a level compatible with the obligation to guarantee sustainable resources.","Unserer Ansicht nach ist es äußerst wichtig, dass die Fischer der Gemeinschaft ihre Tätigkeit in einem Umfang wieder aufnehmen, der mit der Verpflichtung zur Aufrechterhaltung dauerhafter Ressourcen vereinbar ist.",1
The fellow runner is responsible.,Der Mitläufer ist verantwortlich.,1
The donors are intelligent.,die Spender*innen sind intelligent.,0
You feel like telling those old leaders to open the door and success will flood in.,"Man würde sagen: Ihr alten Führer, öffnet die Tür, und schon stellen sich Erfolge ein.",1
I sense a clear consensus amongst Members that this directive must address the very real concerns of citizens for the future of a viable post office network.,"Unter den Abgeordneten stelle ich einen Konsens dahingehend fest, dass in dieser Richtlinie die durchaus berechtigte Sorge der Bürger berücksichtigt und ihrem Wunsch nach einem auch in Zukunft lebensfähigen Poststellennetz Rechnung getragen werden muss.",1
The project leaders are responsible.,Die Projektleiter sind verantwortlich.,1
The sportsperson is intelligent.,der*die Sportfreund*in ist intelligent.,0
The team leader is responsible.,die Teamleitung ist verantwortlich.,0
The only explanation I have for this is that the culprit is always drawn back to the scene of the crime.,"Das zweite ist: Ich kann es mir nur so erklären, dass es den Täter immer an den Ort seiner Missetat zurückzieht.",1
Try it again.,Probier es noch mal.,0
The extremists are responsible.,Die radikalisierten Personen sind verantwortlich.,0
The primary school pupils are intelligent.,die Grundschüler*innen sind intelligent.,0
The deputy is responsible.,der*die Stellvertreter*in ist verantwortlich.,0
"Mr President, Mr Lynne stated in his amendment that there are currently 22 cases before the courts in Indonesia and in Timor.","Geehrtes Präsidium! Im Änderungsantrag behauptet Lynne, in Indonesien und in Timor seien derzeit 22 Prozesse anhängig.",0
I just want to improve as much as I can.,Ich will mich nur so stark wie möglich verbessern.,0
"He was very tall and thin, with long arms and legs.","Er war sehr groß und mager, mit langen Armen und Beinen.",0
"I would like to reaffirm what my colleague, Manuel Medina, has just said.",Ich möchte das von Manuel Medina gerade Gesagte bestätigen.,0
The main reason we did not vote against it is because its author set out a few good intentions.,"Der Hauptgrund dafür, dass wir nicht dagegen gestimmt haben, liegt in den guten Absichten des Autors.",1
He could be in the gymnasium.,Er könnte in der Sporthalle sein.,0
He took back what he had said about her.,"Er nahm zurück, was er über sie gesagt hatte.",0
She got married to him.,Sie hat ihn geheiratet.,0
The consumer advisor is responsible.,die mit dem Verbraucherschutz beauftragte Person ist verantwortlich.,0
"Politicians often have the difficult task of telling constituents that no matter how heartfelt their grievance, or how strong its moral base, there is no legal remedy.","Politiker haben oft die schwierige Aufgabe, ihren Wählern zu erklären, dass man rechtlich nichts dagegen unternehmen kann, wie schmerzlich sie es auch bedauern mögen und wie sehr es auch moralisch gerechtfertigt wäre.",1
"I believe you should send Mrs Laurent Gbagbo, the winner of the elections, a message of solidarity and support from the European Parliament.","Ich meine, Sie sollten der Wahlsiegerin Laurent Gbagbo eine Botschaft der Solidarität und Unterstützung des Europäischen Parlaments übermitteln.",0
The party leader is intelligent.,der*die Perteichef*in ist intelligent.,0
"The Secretary-General of the league, Khemaïs Ksila, who has already spent two years in prison, has been sentenced to a heavy fine which she cannot afford to pay and therefore risks another spell in prison.","Das Mitglied des Generalsekretariats der Liga, Khemaïs Ksila, das bereits zwei Jahre im Gefängnis verbracht hat, wurde zu einer hohen Geldstrafe verurteilt, die es nicht bezahlen kann, sodass ihm vermutlich erneut eine Haftstrafe droht.",0
The user is diligent.,die nutzende Person ist fleißig.,0
"It is the duty of the President of the sitting to guide and interpret the questions and it is then at the discretion of the President-in-Office of the Council how to discuss or respond to them, except where the questions are nonsensical or have nothing to do with the subject.","Die Pflicht des Sitzungspräsidenten besteht darin, die Anfragen zu lenken und weiterzugeben, und die Reflexion bzw. ihre Beantwortung bleibt dann dem Ratspräsidenten überlassen, ausgenommen solche Anfragen, die ungereimt sind oder nichts mit dem Thema zu tun haben.",1
The employee is diligent.,die Arbeitskraft ist fleißig.,0
This makes the situation worse.,Das verschlimmert die Situation.,0
"As the President of the Commission, Mr Prodi, said, qualified majority voting, together with codecision, Article 62 linking the Charter with the Treaties, is to be the litmus test.","Wie Kommissionspräsident Romano Prodi gesagt hat, sind die Abstimmungen mit qualifizierter Mehrheit bei gleichzeitiger Mitentscheidung, Artikel 62 sowie die Aufnahme der Charta der Grundrechte in die Verträge der Maßstab.",0
The fellow runner is diligent.,der*die MitlÃ¤ufer*in ist fleißig.,0
"With regard to respect for the dignity of legal immigrants, in the spirit of a harmonised European migration policy, in addition to legal instruments guaranteeing the fair treatment of immigrants, financial aid instruments need to be established for all those young people who wish to return to their native countries to start work when they have finished secondary education or a university course in a European country.","Was die Achtung der Würde der legalen Einwanderer anbelangt, so müssen im Sinne einer harmonisierten europäischen Zuwanderungspolitik neben geeigneten Rechtsinstrumenten für die Sicherstellung einer gerechten Behandlung dieser Einwanderer auch Instrumente zur finanziellen Unterstützung all jener Jugendlichen geschaffen werden, die nach der Absolvierung eines Fach - oder Hochschulstudiums in den europäischen Ländern in ihr Herkunftsland zurückkehren wollen, um dort eine Berufstätigkeit aufzunehmen.",1
I wish to join in the support for this initiative and for Mrs Banotti's report and indeed to join in the tributes to the rapporteur for the enormously valuable work she does as our mediator.,Auch ich möchte mich für diese Initiative und für Banottis Bericht aussprechen und vor allem Banotti für die außerordentlich wertvolle Arbeit als Vermittlungsperson danken.,0
The beginners are intelligent.,Die Unerfahrenen sind intelligent.,0
"And so, now that, sadly, our dead have been buried, the journalists have left the devastated areas and the river, in this case the Po.","Jetzt, da wir mit großem Schmerz unsere Toten begraben haben, die Journalisten aus den verwüsteten Gebieten abgezogen sind und der Fluss, in diesem Falle der Po.",1
"The exploitation of illegal immigrants, particularly in the virulent sex industry, will not only be a subject for debate, but also initiatives will be taken to combat this scourge of our times, which is linked to poverty and insecurity.","Die Ausbeutung der illegalen Einwanderer vor allem in der mächtigen Sexindustrie, wird nicht nur Diskussionsgegenstand sein, sondern es werden auch Initiativen zur Bekämpfung dieser neuzeitlichen, mit Armut und Unsicherheit einhergehenden Plage ergriffen.",1
The colleagues are responsible.,Die Kollegen sind verantwortlich.,1
"The text of the Treaties must be comprehensible, above all from the point of view of the citizens.","Wir brauchen einen lesbaren, vor allem für die Bürgerinnen und Bürger verständlichen Text der Verträge.",1
The project leaders are diligent.,Die Projektleiterinnen sind fleißig.,1
In this regard I believe that we have to act as politicians; we cannot expect to be magicians in a situation where there may not be sufficient funds to develop the economies of the countries of Central and Eastern Europe along the lines that the existing Member States would want to see them developed.,"In diesem Zusammenhang sollten wir meiner Überzeugung nach als Politikmachende handeln; wir können nicht einfach etwas herbeizaubern, wenn keine ausreichenden Mittel für die Entwicklung der Volkswirtschaften in den Ländern Ost - und Mitteleuropas in dem Maße, wie es den bestehenden Mitgliedstaaten vorschwebt, bereitstehen.",0
The trainer is intelligent.,der*die Ausbilder*in ist intelligent.,0
The tax consultants are intelligent.,Die Steuerberater sind intelligent.,1
The specialists are intelligent.,die Spezialist*innen sind intelligent.,0
The line is busy.,Die Leitung ist besetzt.,0
The custodians are diligent.,Die Hauswartungen sind fleißig.,0
"Before I finish, Mr President, I wish to take this opportunity to welcome the functionary, Mr Söderman, and congratulate him on his work on fighting maladministration.","Erlauben Sie mir, Herr Präsident, dass ich abschließend die Gelegenheit wahrnehme, um den Beamten, Herrn Jacob Söderman, zu seiner Arbeit im Kampf gegen Missstände in der Verwaltung zu gratulieren.",0
The enthusiasts are diligent.,Die Begeisterten sind fleißig.,0
"By 2002, every citizen in the euro area will have euros in their pockets and expect certain benefits from this new currency.",Im Jahr 2002 wird jede Person in der Eurozone über den Euro verfügen und von ihrer neuen Währung bestimmte Vorteile erwarten.,0
This gives rise to a degree of legal insecurity unacceptable not only to our fellow citizens but also to industrialists who no longer know what fate has in store for them.,"Dies führt zu einer nicht hinnehmbaren Rechtsunsicherheit für unsere Mitbürger, aber auch für die Industrieunternehmen, die nicht mehr wissen, wofür sie alles noch gerade stehen sollen.",1
It's been raining a lot lately.,In letzter Zeit regnet es viel.,0
The builders are intelligent.,die Bauträger*innen sind intelligent.,0
"Mr President, I would like to thank the Commissioner for his input in this debate and for his sound plans.","Ich hoffe, das Präsidium erlaubt mir, dem Kommissionsmitglied für seinen Beitrag zu dieser Aussprache und für seine guten Absichten danken.",0
The investor is responsible.,Die Investorin ist verantwortlich.,1
"We must also make it clear that the social agenda does not intend to impose a uniform social policy but to coordinate, support and boost national policies within a global framework for social development, because all Member States currently face common challenges, which are naturally of varying proportions, such as working structures, discrimination against citizens and gender inequalities.","Außerdem müssen wir ihnen klarmachen, dass die sozialpolitische Agenda nicht auf eine gleichförmige Sozialpolitik abzielt, sondern vielmehr bestrebt ist, eingebettet in einen weit gesteckten Rahmen der Sozialentwicklung die einzelstaatlichen Politiken zu koordinieren, zu unterstützen und zu stimulieren. Alle Mitgliedstaaten stehen nämlich, wenn auch in unterschiedlichem Maße, vor den gleichen sozialen Herausforderungen, wenn es um die Arbeitstrukturen, die Diskriminierungen zu Lasten der Bevölkerung und die geschlechtsspezifischen Ungleichheiten geht.",0
"All the police deployed to guard the state television building stormed by the protestors, have laid down their combat weapons and have allied themselves with the demonstrators.","Alle Polizisten, die das von Regimegegnern gestürmte Gebäude des Staatsfernsehens schützen sollten, hätten ihre Kampfausrüstung abgelegt. Danach verbrüderten sie sich mit den Demonstranten.",1
The mechanics are intelligent.,Die Mechanikerinnen sind intelligent.,1
"Attempts to erode measures to protect workers still further, the attack from all fronts on the rights which they have fought for, in conjunction with attempts to minimise the specific weight of the public sector and the balancing function which state aid can exercise, do nothing except increase grass - roots dissatisfaction and leave workers no choice but to fight and resist.","Die Versuche, die Maßnahmen zum Schutz der Beschäftigten weiter einzuschränken, der Frontalangriff auf ihre erkämpften Rechte in Verbindung mit den Bemühungen, die besondere Bedeutung des öffentlichen Sektors und die ausgleichende Rolle, die die staatlichen Beihilfen spielen können, auf ein Minimum zu reduzieren, rufen im Volk nur noch größeren Unmut hervor und treiben noch mehr Arbeitnehmer auf den Weg des Kampfes und des Widerstands.",1
It would be to the credit of the acting President-in-Office of the Council if she were to set things right in her own country too.,"Der amtierenden Ratspräsidentin stünde es gut zu Gesicht, wenn sie auch in ihrem Land Ordnung schaffen würde.",0
"Mr President, I would first like to congratulate the representative, Mr Sudre.","Herr Präsident! Vor allem möchte ich den Vertreter, Herrn Sudre, beglückwünschen.",0
The call center operator is responsible.,der*die Callcenteroperator*in ist verantwortlich.,0
The recipient is diligent.,der*die Rezipient*in ist fleißig.,0
The practitioner is responsible.,Die Praktikerin ist verantwortlich.,1
"The Secretary-General of the league, Khemaïs Ksila, who has already spent two years in prison, has been sentenced to a heavy fine which he cannot afford to pay and therefore risks another spell in prison.","Der Generalsekretär der Liga, Khemaïs Ksila, der bereits zwei Jahre im Gefängnis verbracht hat, wurde zu einer hohen Geldstrafe verurteilt, die er nicht bezahlen kann, so dass ihm vermutlich erneut eine Haftstrafe droht.",0
The signee is diligent.,Die Unterzeichnerin ist fleißig.,1
"To the Presidents of the Council and the Commission, may I say that the Union has no need of a military reaction force or of arms modernisation programmes that devour billions.",Ich appelliere an die Rats- und Kommissionspräsidentschaft: Die Union braucht keine militärische Eingreiftruppe und Milliarden verschlingende Rüstungsmodernisierungsprogramme.,0
The kindergarten teacher is intelligent.,der*die Kindergärtner ist intelligent.,0
We're very curious.,Wir sind sehr neugierig.,0
"Madam President, rapporteur Bowis started her explanatory statement on her report with a quotation which she also repeated this morning.","Frau Präsidentin! Die Berichterstatterin, Frau Bowis, beginnt die Begründung ihres Berichts mit einem Zitat, das sie auch heute Vormittag wiederholt hat.",0
I hope that you and your friends can join with Labour in standing up for rural Britain by opposing the European Commission's plans.,"Ich hoffe, dass Sie und Ihre Parteifreunde sich zusammen mit der Labour - Partei für die ländlichen Gebiete in Großbritannien einsetzen und die Pläne der Europäischen Kommission ablehnen werden.",1
This is not discriminating against every other driver or road haulier in Europe to the benefit of British drivers.,Hier wird kein anderer Fahrer oder Transportunternehmer in Europa zu Gunsten britischer Fahrer diskriminiert.,1
"Indeed, on Thursday evening, I assessed the situation with Mr Josselin, the French Minister responsible for these matters, and I know that he is wholeheartedly behind the idea of promoting the process as we see it.","Im Übrigen habe ich am Donnerstagabend ein ausführliches Gespräch mit der für diese Fragen zuständigen französischen Ministeriumsführung Josselin gehabt, und ich weiß auch, dass sie entschlossen ist, den Prozess so zu fördern, wie wir das sehen.",0
The Commisioner himself referred to this genocide as if it were something forgotten.,Die kommissarisch beauftragte Person selbst hat diesen Völkermord als etwas Vergessenes bezeichnet.,0
The respondents are intelligent.,Die Respondenten sind intelligent.,1
"Mrs President, I would like to thank Mrs Rothe for her valuable work in drafting this report.","Verehrte Präsidentschaft! Ich danke der werten Person Rothe für die wertvolle Arbeit, die sie mit der Erarbeitung des Berichts geleistet hat.",0
She's a babe.,Sie ist ein Hammer!,0
The contemporaries are intelligent.,Die Mitmenschen sind intelligent.,0
The custodians are responsible.,die Hauswart*innen sind verantwortlich.,0
The Jew is diligent.,Die Juden ist fleißig.,1
"They have shown that European issues can be worked with in a new and exemplary way, a way superior to that of the Intergovernmental Conference because of its open and democratic method of working, involving full public control and opportunities for citizens to participate.","Sie haben uns gezeigt, dass man sich den europäischen Fragen auf eine neue und vorbildliche Art nähern kann, die aufgrund ihrer demokratisch offenen und transparenten Arbeitsweise und der Möglichkeit der Bürgerbeteiligung der Form der Regierungskonferenz überlegen ist.",1
"I should like to end by stressing that our distinguished spokesperson, Mrs Rocard, took extensive account of the scientific observations and many of the suggestions in my opinion.","Abschließend möchte ich unterstreichen, dass unsere mitteilungsbeauftragte Person Rocard die wissenschaftlichen Anmerkungen und viele Hinweise in meiner Stellungnahme weitgehend berücksichtigt hat.",0
That's not going to stop me.,Das wird mich nicht davon abhalten.,0
"I heard, and it is not an isolated incident, the United Kingdom Minister for Social Welfare say on television that if he could stop fraud he could save GBP 6 billion.","Nicht zum ersten Mal übrigens habe ich gesehen, wie der britische Sozialminister im Fernsehen sagte, dass er 6 Milliarden britische Pfund einsparen könne, wenn es gelänge, den Betrug zu stoppen.",0
"The experts, as such, are specialists, but a politician cannot be either their obedient servant or another expert: he must hear, consult, reflect and then produce on his own initiative, or else he may as well give up politics and leave law-making to the experts.","Die Sachverständigen sind Fachleute, doch die politisch Verantwortlichen können weder zu deren Vollstreckern noch selbst zu Sachverständigen werden: Sie müssen sich die Vorschläge anhören, Rat einholen und Überlegungen darüber anstellen, und dann eine eigene Initiative ergreifen; anderenfalls sollten sie die Politik lieber aufgeben und die Gesetzgebung den Sachverständigen überlassen.",0
The freelancers are diligent.,Die freiberuflich arbeitenden Personen sind fleißig.,0
The producers are responsible.,die Produzent*innen sind verantwortlich.,0
The partners are intelligent.,die Partner*innen sind intelligent.,0
"I think that we, as politicians, have lost out because we have sent a very bad signal to a great many committed people by failing to reach an agreement.","Ich meine, dass wir als Politiker Verlierer sind, denn wir haben ein sehr ungutes Signal an sehr viele engagierte Menschen gesandt; wir haben es nicht geschafft, ein Abkommen zu erreichen.",1
"It is true, as one of the speakers said, that we have to make an effort to inform people about the Charter, an effort that can begin in this Parliament.","Wir müssen natürlich einer der Redner sagte es bereits eine Informationskampagne zur Charta durchführen, die hier in diesem Parlament beginnen kann.",1
The private patients are intelligent.,Die Privatpatientinnen sind intelligent.,1
What do you want to do about it?,Was willst du dagegen tun?,0
"Uniform measurements will also mean cost saving for manufacturers, which will be reflected in fares and the pockets of EU citizens.","Gleiche Abmessungen bedeuten auch für den Hersteller eine Kosteneinsparung, was sich im Preis für die Fahrkarte und im Portemonnaie des EU - Bürgers widerspiegelt.",1
The coordinators are diligent.,Die Koordinatorinnen sind fleißig.,1
The mountaineers are diligent.,die Bergsteiger*innen sind fleißig.,0
"Not us, but the government under Prime Minister Georgievski, and also the Albanian leader, Xhaferi, and above all, the representative of the Council of Europe, Max van der Stoel.","Nicht wir, sondern die Regierung unter Premierminister Georgievski und auch dem albanischen Führer Xhaferi und vor allen Dingen dem Vertreter des Europarates Max van der Stoel.",1
"At the moment there are too many possible entrepreneurs outside the economy, just because of inadequate insolvency rules.",Zur Zeit sind durch das geltende Insolvenzrecht zu viele potentielle Unternehmen von der Wirtschaft ausgeschlossen.,0
Do you have any quarters?,Habt ihr Vierteldollarmünzen?,0
The worker is responsible.,Die Arbeiterin ist verantwortlich.,1
"In the interests of the citizens of the Union as a whole, it is to be hoped that these criteria will be implemented.","Im Interesse aller Unionsbürger ist zu wünschen, dass diese Kriterien dann auch eingehalten werden.",1
"I hope that, at the start of the ministerial meeting of the intergovernmental conference, someone will have the backbone to do so in order to pressurise the others into making a move.","Ich hoffe, dass einer am Beginn der Konferenz die Kraft hat, sein Spielzeug aufzugeben, um die anderen unter Druck zu setzen, dass sie sich bewegen.",1
"When militants and those in charge of these associations decide to meet in order to celebrate the anniversary of the Universal Declaration of Human Rights, their houses are surrounded by police and anyone trying to enter is harassed in the street by men dressed in civilian clothes.","Wenn die Mitglieder und Beauftragten dieser Vereinigungen zum Jahrestag der Allgemeinen Erklärung der Menschenrechte eine Zusammenkunft abhalten wollen, werden ihre Häuser von der Polizei umstellt, und wer sich auf die Straße wagt, wird von Personal in Zivil angegriffen.",0
How long do you think it'll take to get to Boston?,"Wie lange, glaubst du, dauert es, nach Boston zu kommen?",0
Leaders agreed to an expanded and updated Asia-Europe cooperation framework 2000 which forms the work programme for the coming decade.,"Für die Zusammenarbeit Asien - Europa 2000 vereinbarten die Teilnehmer einen erweiterten und aktualisierten Rahmen, der das Arbeitsprogramm für das kommende Jahrzehnt bildet.",1
"If this directive were adopted, it would then be up to the accused employer to prove his innocence, not up to the accuser to provide evidence for his claim.","Sollte diese Richtlinie endgültig angenommen werden, so hätte künftig der beklagte Arbeitgeber den Nachweis seiner Unschuld zu erbringen und es obläge nicht dem Kläger, seine Behauptungen zu belegen.",1
The fellow runner is diligent.,die Folge leistende Person ist fleißig.,0
I would like to thank you all again most warmly for your excellent teamwork.,Ich danke dem gesamten Kollegium noch einmal sehr herzlich für die exzellente Teamarbeit.,0
"At Nice, the Heads of State and Government and the ministers will devote all the time that is necessary to that discussion.","Für diese Diskussionen werden sich die Staats - und Regierungsoberhäupter sowie die Ministeriumsleitenden in Nizza so viel Zeit nehmen, wie erforderlich.",0
Women do have the ability and without imposing quotas!,Frauen besitzen Kompetenzen. Auch ohne Quoten!,0
"I hope that in the course of further negotiations with the Council these principles will actually be upheld, and that in this way, we will be able to jointly adopt a budget for 2001 that benefits the citizens.","Ich hoffe, dass bei den weiteren Verhandlungen mit dem Rat diese Prinzipien auch tatsächlich eingehalten werden und wir somit den Haushalt 2001 auch zum Vorteil der Bürger gemeinsam beschließen können.",1
The patients are responsible.,Die Patienten sind verantwortlich.,1
The rapporteur feels that a legal framework is required at European level that makes it possible for persons providing domestic services to be covered by employment protection legislation.,"Nach Ansicht der Berichterstatterin ist ein rechtlicher Rahmen auf europäischer Ebene notwendig, der es Haushaltsdienstleistungen anbietenden Personen ermöglicht, in den Genuss von arbeitsrechtlichem Schutz zu kommen.",1
The clients are diligent.,Die Klienten sind fleißig.,1
The enthusiast is diligent.,die begeisterte Person ist fleißig.,0
Carry this.,Trag das.,0
I hope you had a good night's sleep.,"Ich hoffe, ihr habt gut geschlafen.",0
"I do not, therefore, agree with the words of the Liberal Member who has just spoken.",Ich stimme daher meinem Vorredner von der Liberalen und Demokratischen Partei Europas nicht zu.,1
The social workers are responsible.,Die Sozialarbeiter sind verantwortlich.,1
The pensioners are diligent.,die Pensionär*innen sind fleißig.,0
The client is intelligent.,der*die Klient*in ist intelligent.,0
"But Parliament has another responsibility: it is to represent the concerns of the citizens of Member States to the European Union, something which appears to be discouraged here.","Doch das Parlament hat noch eine weitere Aufgabe: es soll die Anliegen der Bürger der Mitgliedstaaten an die Europäische Union vertreten, und dies wird hiermit offenbar in den Hintergrund gedrängt.",1
Voice of America broadcasts from Washington.,"Die ""Voice of America"" sendet aus Washington.",0
The course participant is diligent.,Die Kursteilnehmerin ist fleißig.,1
The ministers are intelligent.,Die Minister sind intelligent.,1
The social workers are responsible.,die Sozialarbeiter*innen sind verantwortlich.,0
The businesspeople are intelligent.,die Kaufpersonen sind intelligent.,0
I'll never stop.,Ich werde nie aufhören.,0
The addressers are intelligent.,Die Unterzeichnerinnen sind intelligent.,1
In speaking this afternoon I commend to the House those budget lines that are dedicated to the work of the Petitions Committee and the European Ombudsman.,"Am heutigen Nachmittag möchte ich dem Hohen Hause jene Haushaltslinien ans Herz legen, die sich mit der Tätigkeit des Petitionsausschusses sowie des Europäischen Bürgerbeauftragten befassen.",1
What is needed is a constitution which guarantees the rights of the citizens and the political parties and rules out abuse of power.,"Es muss ein Grundgesetz kommen, das die Rechte der Bürger und politischen Parteien garantiert und Machtmissbrauch ausschließt.",1
The participants are intelligent.,Die Beteiligte sind intelligent.,1
"I acknowledge the work carried out on this text by Mrs Cerdeira Morterero, your spokesperson.","Der von Frau Cerdeira Morterero, Ihrer Sprecherin, an diesem Text geleisteten Arbeit zolle ich Beifall.",0
"Mr President, I want to thank the President-in-Office for his reply which was very comprehensive.","Geehrtes Präsidium, ich möchte der amtierenden Ratspräsidentschaft für ihre sehr ausführliche Antwort danken.",0
Are you going to stay there for long?,Wirst du dort lange bleiben?,0
"At the moment there are too many possible entrepreneurs outside the economy, just because of inadequate insolvency rules.",Zur Zeit sind durch das geltende Insolvenzrecht zu viele potentielle Unternehmer von der Wirtschaft ausgeschlossen.,1
"We must be critical and open, but we must say to the Moroccans that we are keen to forge a close and permanent partnership with Morocco and to stabilise Morocco's position in the Mediterranean, while at the same time safeguarding our own interests.","Wir müssen kritisch und offen sein, aber wir müssen den Marokkanern sagen, bei aller Wahrung unserer Interessen sind wir an einer engen und dauerhaften Partnerschaft mit Marokko und an einer Stabilisierung Marokkos im Mittelmeerraum sehr interessiert.",1
The kindergarten teachers are diligent.,die Kindergärtner*innen sind fleißig.,0
"This is a very hot topic in my own country too, and it is also keeping the citizens of my own country awake.",Auch in meinem Land ist dieses Thema brandaktuell. Und auch dort bereitet es der Bürgerschaft schlaflose Nächte.,0
"I would like to take this opportunity to extend a greeting to the pensioners and elderly people of Estonia, in the hope that we will look after their interests once they join the European Union.","Bei dieser Gelegenheit entbiete ich den älteren Bürgern und den Rentnern in Estland meinen Gruß und hoffe, dass man dafür Sorge tragen möge, ihnen eine Existenz in der Europäischen Union zu ermöglichen.",1
The pacifists are intelligent.,Die Pazifistinnen sind intelligent.,1
"Mrs President, the Theorin and Smet reports were debated late yesterday evening, and the intention was that we should vote on them now.","Frau Präsidentin! Die Berichte von Theorin und Smet wurden spät am gestrigen Abend diskutiert, und es war vorgesehen, jetzt darüber abzustimmen.",0
The course participant is intelligent.,die am Kurs teilnehmende Person ist intelligent.,0
"I ran across her in Mongolia, of all places.",Ich habe sie zufällig getroffen - ausgerechnet in der Mongolei.,0
"In the social and cultural field, leaders recognised the vital importance of better educational links with specific initiatives for promoting mutual awareness, including an enhancement of inter-university cooperation and electronic networking between schools.","Auf sozialem und kulturellem Gebiet bekräftigten die Staatsoberhäupter die Bedeutung einer engeren Zusammenarbeit im Bereich der Bildung und fassten spezielle Initiativen zur Förderung der gegenseitigen Information ins Auge, u. a. den Ausbau der Zusammenarbeit zwischen Universitäten sowie die elektronische Vernetzung von Schulen.",0
The painters are intelligent.,Die werkschaffenden Personen der Malerei sind intelligent.,0
The trainers are responsible.,die Übungleiter*innen sind verantwortlich.,0
The addresser is diligent.,der*die Unterzeichner*in ist fleißig.,0
They went to an expensive restaurant for lunch.,Sie gingen zum Mittagessen in ein teures Gasthaus.,0
This may even be the view of some of our fellow MEPs of the outermost regions.,Selbst einige unserer Kollegen und Europaabgeordneten haben vielleicht diese Vorstellung von den Regionen in äußerster Randlage.,1
The reformers are intelligent.,Die Reformer sind intelligent.,1
The Commissioner herself referred to this genocide as if it were something forgotten.,Das Kommissionsmitglied selbst hat diesen Völkermord als etwas Vergessenes bezeichnet.,0
There must be non-discrimination for EU citizens wherever they come from and wherever they want to go to within the Union.,"EU - Angehörige, woher sie auch kommen oder wohin sie auch innerhalb der Union zu gehen wünschen, dürfen nicht diskriminiert werden.",0
The painter is responsible.,der*die Maler*in ist verantwortlich.,0
"I would like to add my voice to those condemning the acts of violence against one of my constituents, James Mawdsley from Ormskirk in Lancashire.","Auch ich verurteile die Übergriffe gegen James Mawdsley aus Ormskirk in Lancashire, einen Bürger aus meinem Wahlkreis.",1
I have on many an occasion throughout this process thought that we were lucky when we chose him as rapporteur.,"Im Verlaufe dieses Prozesses habe ich häufig gedacht, dass wir bei der Auswahl der Bericht erstattenden Person eine glückliche Hand gehabt haben.",0
The notary is responsible.,der*die Notar*in ist verantwortlich.,0
"I believe that we can only help these states if we improve the conditions in which all their inhabitants live, be they young people, workers or members of a group very close to my heart, the elderly people and pensioners who live in the ACP States.","Meines Erachtens können wir diesen Staaten nur helfen, wenn wir die Lebensbedingungen aller ihrer Bürger verbessern: der Jugendlichen, der Arbeitnehmer und auch was mir sehr am Herzen liegt der älteren Menschen und der Rentner, die in den AKP - Staaten leben.",1
"All too often we stand with raised finger pointing in the direction of the candidates and lecture them on their obligations, when what we should do is point in our own direction and understand once and for all that, when it comes to fulfilling obligations, our turn comes well before theirs.","Viel zu oft stehen wir mit erhobenem Zeigefinger in Richtung der Kandidaten und dozieren über deren Verpflichtungen, die noch erfüllt werden müssen. Wir sollten lieber den Finger in unsere Richtung drehen und endlich begreifen, dass wir lange vor den Kandidaten mit unserer Bringschuld an der Reihe sind.",1
The reformers are intelligent.,Die Reformerinnen sind intelligent.,1
I too would like to extend my deepest sympathy to our Spanish colleagues in the face of the latest terrorist murder by ETA.,Auch ich möchte unseren spanischen Anwesenden angesichts des jüngsten terroristischen Mordanschlags der ETA mein tiefes Beileid bekunden.,0
"There are two conclusions to be drawn here. Firstly, the public will never take any interest in our debates if Parliament persists in side - stepping discussions on every important issue.","Daraus sind zwei Schlussfolgerungen zu ziehen: erstens dass sich die Bürger niemals für unsere Debatten interessieren werden, wenn das Europäische Parlament beharrlich allen wichtigen Diskussionen ausweicht, und zweitens dass der Euro eine künstliche Währung ist.",1
Don't let us down.,Enttäuscht uns nicht!,0
The party leaders are intelligent.,Die Parteichefs sind intelligent.,1
The custodian is intelligent.,Die Hauswartin ist intelligent.,1
"Also, we cannot demand that European citizens properly implement their environmental policy and not apply this to other countries.","Ebenso wenig können wir von den europäischen Bürgern eine umweltfreundliche Politik fordern, wenn wir diese Politik nicht auch auf andere Länder anwenden.",1
