english,german,label
Anyone who lumps all of this together is clearly deluding himself.,"Wer dies alles über einen Kamm schert, der begeht Betrug.",0
"Incidentally, I am delighted to note, Mr Guy-Quint, that you are a specialist in this field who can be relied upon to debate the recast Financial Regulation in Parliament with competence and no doubt with passion too.","Ich bin im übrigen hoch erfreut, Herr Guy - Quint, in Ihnen einen Fachmann zu finden, der garantiert die Neufassung der Haushaltsordnung im Parlament nicht nur mit Kompetenz, sondern wahrscheinlich auch mit Leidenschaft debattieren wird.",0
The notaries are responsible.,Die notariell arbeitenden Personen sind verantwortlich.,0
"I regret that mine will be a somewhat discordant voice in this House tonight, save for that of my colleague, Mr Boumediene-Thiery.","Ich bedauere, heute Abend einen Missklang in dieses Haus hineinbringen zu müssen, wenn man von jenem meinem Kollegen, Herrn Boumediene - Thiery, einmal absieht.",0
The relatives are responsible.,Die Familienmitglieder sind verantwortlich.,0
"We had extensive consultations with stakeholder. as the rapporteur has acknowledge. on implementation of the present directive, which brought to light certain weaknesses which we are now trying to correct.","Wie die Berichterstatterin bereits sagte, haben wir mit allen Beteiligten ausführliche Gespräche über die Durchführung der vorliegenden Richtlinie geführt. Dabei sind wir auf bestimmte Mängel gestoßen, die wir nun beseitigen wollen.",1
The colleague is intelligent.,die Kollegschaft ist intelligent.,0
The prosecutor is intelligent.,Die Klägerin ist intelligent.,1
The coordinators are intelligent.,Die Koordinatorinnen sind intelligent.,1
I have been a socialist in Italy and in international organisations for 30 years.,Seit 30 Jahren bin ich Sozialist in Italien und gehöre als solcher internationalen Organisationen an.,1
What the fishermen are asking is that the Commission responds to them in a more positive way than it has in the past.,"Die in der Fischerei Beschäftigten bitten darum, dass die Kommission positiver als in der Vergangenheit auf ihre Belange eingeht.",0
"The representative, Mr Gill, has succeeded in bringing together the different opinions in a balanced manner, with an important contribution from Mr Fraisse and the Committee on Culture, Youth, Education, the Media and Sport.","Der Vertretung Gill ist es gelungen, die unterschiedlichen Meinungen in einer ausgewogenen Art und Weise zu vereinen, wozu auch die Person Fraisse und der Ausschuss für Kultur einen wichtigen Beitrag leisteten.",1
The mountaineers are responsible.,Die Bergbegeisterten sind verantwortlich.,0
The extremists are responsible.,Die Extremisten sind verantwortlich.,1
"Mrs President, on behalf of the Socialist Group, I would like to join and congratulate the Commissioner, because the Commission has made an effort to reach a consensus and the rapporteur, Mrs Dary, for her efforts to reconcile the differing positions.","Frau Präsidentin! Im Namen der sozialdemokratischen Fraktion möchte ich mich den Glückwünschen an die Kommission denn die Kommission hat eine Anstrengung zur Annäherung unternommen und an die Berichterstatterin, Frau Dary, für ihre Bemühungen, die unterschiedlichen Standpunkte anzugleichen, anschließen.",0
"To replace the word ""producer"" with ""supplier"" "", as proposed in Amendment No 11, would create more confusion than clarity, as there is no definition of supplier in the directive.","Der Vorschlag in Änderungsantrag 11, das Wort ""Hersteller"" durch ""Dienstleistungserbringer"" zu ersetzen, würde keine Klarheit schaffen, sondern eher Verwirrung stiften, da die Richtlinie keine Definition für den Begriff ""Dienstleistungserbringer"" enthält.",1
"It is extremely difficult, of course, both for me and for my fellow Members, to give a precise opinion on measures of such great significance in just two minutes.","Natürlich ist es für mich, wie auch für meine Kollegen, ausgesprochen schwierig, mich innerhalb von zwei Minuten zu derart entscheidenden Maßnahmen eingehend zu äußern.",1
The children's day carers are diligent.,Die Kindertagepfleger sind fleißig.,1
"Madam President, my group is also, naturally, extremely shocked by the events that took place over the weekend in the Middle East.","Frau Präsidentin, meine Fraktion ist natürlich äußerst besorgt angesichts der Ereignisse vom Wochenende im Nahen Osten.",0
What is certain is that it is in difficult times such as these that the historic stature of political leaders is measured.,"Tatsache ist, dass in schwierigen Zeiten wie diesen die historische Größe der politischen Führungsklasse gemessen wird.",0
The contemporaries are intelligent.,die Zeitgenoss*innen sind intelligent.,0
The pensioner is responsible.,der*die Pensionär*in ist verantwortlich.,0
The users are diligent.,Die Userinnen sind fleißig.,1
The users are responsible.,Die Userinnen sind verantwortlich.,1
"I would like to thank the delegate, Almeida Garrett, for her contribution in this important matter.","Ich möchte an dieser Stelle der Delegierten, Frau Almeida Garrett, für ihre Bemühungen in dieser wichtigen Frage danken.",0
The tax consultants are responsible.,Die Steuerberater sind verantwortlich.,1
"There are two conclusions to be drawn here. Firstly, the public will never take any interest in our debates if Parliament persists in side - stepping discussions on every important issue.","Daraus sind zwei Schlussfolgerungen zu ziehen: erstens dass sich die Bürger niemals für unsere Debatten interessieren werden, wenn das Europäische Parlament beharrlich allen wichtigen Diskussionen ausweicht, und zweitens dass der Euro eine künstliche Währung ist.",1
"Furthermore, the leaders will discuss the implications of the new economy, globalisation, the lessons learnt from the crisis, the creation of a trans-European-Asian superhighway to improve contacts between research institutes, and discuss the influence of the new technologies on economic life, including the measures to deal with the ever-greater knowledge gap.","Darüber hinaus werden die Staats - und Regierungsoberhäupter über den Einfluss der neuen Wirtschaft, die Globalisierung, die aus der Krise gewonnenen Erfahrungen, die Errichtung einer transeuropäisch - asiatischen Superdatenautobahn zur Förderung der Kontakte zwischen Forschungsinstituten und den Einfluss der neuen Technologien auf das Wirtschaftsleben, einschließlich der Maßnahmen zur Bewältigung der immer stärkeren Digitalisierung, diskutieren.",0
"Mrs President, in connection with the European Police College, I would point out that what is particularly important is to combat crime in the cities.","Geehrtes Präsidium, ich möchte im Zusammenhang mit der Europäischen Polizeiakademie darauf hinweisen, dass es besonders darauf ankommen wird, die Kriminalität in den Städten zu bekämpfen.",1
The colleagues are diligent.,Die Kollegen sind fleißig.,1
The consumer advisors are responsible.,Die mit dem Verbraucherschutz beauftragten Personen sind verantwortlich.,0
The social workers are responsible.,Die Sozialarbeiter sind verantwortlich.,1
The recipients are intelligent.,Die Rezipienten sind intelligent.,1
The investors are diligent.,Die geldgebenden Personen sind fleißig.,0
I therefore ask the representative and the others who have spoken to give this their learned support.,Ich bitte den Vertreter und die Sprecher um ihre weise Unterstützung.,1
"As the delegate said, the Commission appears to be aware that, unless concrete measures are adopted, certain fundamental freedoms that are enshrined in the Treaty, such as the right of residence and the right of free movement, are, in practice, in danger of becoming mere statements of principle.","Wie der Delegierte sagt, scheint sich die Kommission bewusst zu werden, dass bestimmte im Vertrag verankerte Freiheiten wie das Recht auf Wohnsitznahme und das Recht auf Freizügigkeit Gefahr laufen, in der Praxis zu simplen Grundsatzerklärungen zu verflachen, wenn keine konkreten Maßnahmen getroffen werden.",1
"Lastly, Commissioner, there is the case of the public financing of State television under the alibi of financing a public service, which is a concept that is fading fast.","Und schließlich, geehrtes Kommissionsmitglied, wäre da die öffentliche Finanzierung des staatlichen Fernsehens, die mit der Erfüllung eines öffentlich - rechtlichen Auftrags gerechtfertigt wird, ein Konzept, das immer verschwommener wird.",0
"This means that everyone involved in the sales chain who can affect the safety characteristics of a product now bears liability as a manufacturer, so that all dealers who carry out assembly work are classified as manufacturers.","Als Hersteller, der haftet, gilt nun jeder in der Absatzkette, der die Sicherheitseigenschaften des Produkts beeinflussen kann, und dadurch würden ja alle Händler, die noch Montagearbeiten durchführen, als Hersteller gelten.",1
"Even though I am an advocate of national autonomy and the right to diversity, I endorse the motion for a resolution because there must never be discrimination on the basis of nationality.","Auch als fürsprechende Person für nationaler Autonomie und des Rechts auf Verschiedenheit stimme ich dem Entschließungsantrag zu, da es keine Diskriminierung aufgrund der Nationalität geben darf.",0
The speakers are diligent.,die Sprecher*innen sind fleißig.,0
The employee is intelligent.,die Arbeitskraft ist intelligent.,0
The builders are diligent.,Die für den Bau verantwortlichen Firmen sind fleißig.,0
The enforcement debtor is diligent.,Die Vollstreckungsschuldnerin ist fleißig.,1
The forest keeper is intelligent.,die Forstaufsicht ist intelligent.,0
The personnel development manager is diligent.,Der Personalentwickler ist fleißig.,1
The investigator is diligent.,die Versuchsleitung ist fleißig.,0
The expert is intelligent.,der*die Gutachter ist intelligent.,0
I believe that the deputy is right when he calls for greater participation to defeat poverty and social exclusion at this time.,"Ich glaube, der Stellvertreter fordert zu Recht eine stärkere Beteiligung zur Bekämpfung von Armut und sozialer Ausgrenzung.",0
"This week, the contribution made by french President Mrs De Gaulle to establishing peace in Algeria was held up by Mrs Posselt as a model for the role which Mrs Kostunica will have to play in order to solve the Kosovo problem.","Frau Posselt hat in dieser Woche den Beitrag der französischen Präsidentin De Gaulle zur Herstellung des Friedens in Algerien als Vorbild für die Rolle genannt, die Kostunica spielen sollte, um das Kosovo - Problem zu lösen.",0
The expert is intelligent.,Die Gutachterin ist intelligent.,1
The traveller is responsible.,die reisende Person ist verantwortlich.,0
The slave holders are intelligent.,Die Sklavenhalter sind intelligent.,1
The project leader is responsible.,der*die Projektleiter*in ist verantwortlich.,0
"I conclude by congratulating the deputy, Mrs Dary, on the excellent job she has done.",Zum Abschluss möchte ich der stellvertretenden abgeordneten Person Dary zu der ausgezeichneten Arbeit gratulieren.,1
The pensioner is intelligent.,die pensionierte Person ist intelligent.,0
We need to make use of all the information possibilities that Commissioner Verheugen spoke of in her very reflective and elegant speech today.,"Wir müssen sämtliche verfügbaren Informationsmöglichkeiten nutzen, wie Frau Verheugen in ihrem sehr nachdenklichen und eleganten Beitrag heute feststellte.",0
I hope that you and your friends can join with Labour in standing up for rural Britain by opposing the European Commission's plans.,"Ich hoffe, dass Sie und Ihre geschätzten Parteimitglieder sich zusammen mit der Labour - Partei für die ländlichen Gebiete in Großbritannien einsetzen und die Pläne der Europäischen Kommission ablehnen werden.",0
The reader is intelligent.,der*die Leser*in ist intelligent.,0
The illustrators are diligent.,Die Illustratorinnen sind fleißig.,1
The freelancers are intelligent.,Die Freiberuflerinnen sind intelligent.,1
The newcomer is intelligent.,der*die Neueinsteiger*in ist intelligent.,0
"I should, moreover, like to pay tribute, at this point, to the deputy, Mr Sudre, for his open-mindedness and his consultative approach, which made it possible to successfully complete a report which offers our regions real hope.","Ich möchte hier auch unserer Stellvertretung Sudre meine Anerkennung für ihre Offenheit und Bereitschaft, sich mit allen abzustimmen, aussprechen, die ermöglicht haben, einen Bericht vorzulegen, der unseren Regionen wirklich Hoffnung bringt.",1
The organ donors are intelligent.,Die Organspendenden sind intelligent.,0
The worker is responsible.,Die Arbeiterin ist verantwortlich.,1
The advocate is responsible.,die mitwirkende Person ist verantwortlich.,0
The users are intelligent.,Die Userinnen sind intelligent.,1
The pacifist is diligent.,der*die Pazifist*in ist fleißig.,0
The extremists are diligent.,Die radikalisierten Personen sind fleißig.,0
"Mr President, I would firstly like to congratulate the rapporteur, Mr Dary, who has given us such a full explanation of the reform, its history and developmen, which I am not going to repeat.","Geehrtes Präsidium! Ich möchte zunächst die berichtende Person Dary beglückwünschen, die uns so deutlich die Reform, ihre Geschichte und ihren Zusammenhang, was ich nicht wiederholen will, dargestellt hat.",1
"I have to say, even, that to my eyes, Mr President, you resemble a chief physician, with a white coat, stethoscope and hammer to test reflexes.","Ich muss schon sagen, dass meines Wissens sind Sie ein Chefarzt, mit einem weißen Kittel, einem Stethoskop und einem Hammer, um Reflexe zu testen.",0
The host is responsible.,Der Gastgeber ist verantwortlich.,1
The opinion leader is diligent.,die meinungsführende Person ist fleißig.,0
The economist is diligent.,Die Ökonomin ist fleißig.,1
"Mr President, gentlemen, we recently reached an agreement with the Court of Auditors under which we would be able to obtain advance information from the Court's annual report on a totally confidential basis, and we also agreed that we would be discreet about this.","Herr Präsident, liebe Kollegen! Wir haben vor kurzem ein Übereinkommen mit dem Rechnungshof getroffen, bei dem es darum ging, ob wir schon vorher ganz für das geheime Kämmerchen Vorinformationen aus dem Hofbericht erhalten können, und uns auch darauf geeinigt, dass wir eigentlich darüber Stillschweigen bewahren.",0
The chairpeople are intelligent.,Die Obmänner sind intelligent.,1
The tutor is diligent.,Der Betreuer ist fleißig.,1
The private patient is intelligent.,Der Privatpatient ist intelligent.,1
"The former Commissioner, Mrs MacSharry, justified this criminal silence by claiming that the beef sector must not be put at risk.","So rechtfertigte beispielsweise das frühere Kommissionsmitglied MacSharry dieses schuldhafte Schweigen mit dem Hinweis, man dürfe den Rindfleischmarkt nicht in Gefahr bringen.",1
"I should also like to thank my fellow members, Mrs Pronk and Mrs Karas, for their valuable contribution to the final report.",Außerdem möchte ich den Versammelten Pronck und Karas für ihre wertvollen Ratschläge bei der Erstellung dieses Berichts danken.,1
"I would ask the Members to sign a petition which I am circulating, which also bears the signatures of other European intellectuals.","Ich bitte daher die Mitglieder des Parlaments, ihre Unterschrift unter einen Aufruf zu setzen, den ich herumgehen lasse und der auch von anderen europäischen Intellektuellen unterzeichnet wurde.",0
The speculators are diligent.,Die Spekulantinnen sind fleißig.,1
The settlers have opened fire.,Die sich ansiedelnden Personen schießen.,0
The commentators are intelligent.,Die Kommentatorinnen sind intelligent.,1
The secretaries are intelligent.,Die Sekretärinnen sind intelligent.,1
Quite a number of speakers have made the same point this morning and I wholeheartedly agree with them.,"Das wurde hier heute Vormittag von vielen Referierenden gesagt, und ich stimme ihnen voll und ganz zu.",0
The veterans are diligent.,Die Veteranen sind fleißig.,1
The consumer advisor is intelligent.,Die Verbraucherschützerin ist intelligent.,1
The camera operator is diligent.,die Kamera ist fleißig.,0
The prosecutor is intelligent.,der*die Kläger*in ist intelligent.,0
The influencer is diligent.,der*die Einflussnehmer*in ist fleißig.,0
The speakers are responsible.,Die Sprecher sind verantwortlich.,1
"The honourable Member may also be interested to know that we have financed several projects worth about EUR 4.5 million in recent years, designed to foster dialogue between Israeli and Palestinian youth.","Vielleicht interessiert es den Herrn Abgeordneten auch zu erfahren, dass wir in den letzten Jahren mehrere Projekte im Wert von etwa 4,5 Mio. finanziert haben, die der Förderung des Dialogs zwischen israelischen und palästinensischen Jugendlichen dienen.",1
The private patients are intelligent.,die Privatpatient*innen sind intelligent.,0
The speculators are intelligent.,Die Spekulanten sind intelligent.,1
The President of the Republic himself is coming here on 12 December to present a report on the Presidency.,Die die Präsidentschaft der Republik innehabende Person wird am 12. Dezember selbst zu Ihnen kommen und eine Bilanz der Präsidentschaft vorlegen.,1
The user is responsible.,der*die User*in ist verantwortlich.,0
The student representatives are responsible.,Die Schülervertreterinnen sind verantwortlich.,1
The President and her administration have devoted enormous efforts to the pursuit of lasting peace in the Middle East.,Die Präsidentin und ihre Regierung setzen sich mit enormem Engagement für einen dauerhaften Frieden im Nahen Osten ein.,0
The German Justice Minister initiated this; it was at his suggestion that the Tampere Summit decided to establish Eurojust over a year ago.,"Den Anstoß hat der deutsche Justizminister gegeben, auf dessen Anregung der Gipfel von Tampere vor gut einem Jahr die Einrichtung von EUROJUST beschlossen hat.",0
"Mr President, in his policy statement yesterday, Mr Prodi, the President of the Commission, said that whoever weakened any institution of the European Union weakened the Union as a whole.","Herr Präsident! Gestern hat Kommissionspräsident Prodi in seiner Grundsatzrede gesagt: Wer ein Organ der Europäischen Union schwächt, schwächt das Ganze.",0
The tutors are diligent.,die Betreuer*innen sind fleißig.,0
It means guaranteeing that the policy-makers and the policies that have been put in place really do deal with what people want.,"Sie setzt voraus, dass die Politiker und die ergriffenen politischen Maßnahmen sich tatsächlich nach den Forderungen der Bürger richten.",1
The primary school pupil is responsible.,der*die Grundschüler*in ist verantwortlich.,0
The users are diligent.,Die Nutzenden sind fleißig.,0
"Our President, Mrs Fontaine, is asking us, because we are responsible for STOA, to send a message of support today to the EPTA, an organisation specialised in technological assessment in Europe, founded under the aegis of our colleague Mrs Barón Crespo, which is meeting in Berlin on 10 November.","Unsere Präsidentin Frau Fontaine hat uns heute aufgefordert, da wir für STOA verantwortlich sind, eine Grußbotschaft an die EPTA zu senden, die Fachorganisation für technologische Zukunftsforschung in Europa, die unter der Schirmherrschaft unserer Kollegin Barón Crespo gegründet wurde und am 10. November diesen Jahres in Berlin zusammenkommt.",0
I agree with all of you who have said that we need more regional fisheries organisations and I agree with our colleague and other speakers that the Commission has a role to play in these regional fisheries organisations.,"Ich bin mit all jenen einer Meinung, die sagen, dass wir mehr regionale Fischereiorganisationen brauchen, und ich bin auch mit unserem Kollegen und anderen einer Meinung, dass die Kommission in diesen regionalen Fischereiorganisationen eine entsprechende Rolle zu spielen hat.",1
The trainer is intelligent.,Der Ausbilder ist intelligent.,1
"As Vice-President of our joint parliamentary committee with the Czech Republic, I can vouch for the fact that this is true of the Czech Republic, but I assume the same applies to a number of other States too.","Als Stellvertretung der Präsidentschaft unseres gemeinsamen Ausschusses mit der Tschechischen Republik weiß ich, dass das jedenfalls für die Tschechische Republik, aber ich nehme an, auch für einige weitere Staaten der Fall ist.",0
The settlers are intelligent.,die Siedler*innen sind intelligent.,0
Commissioner Patten has said that we must not be hostages to the Palestine-Israel situation.,"Kommissar Patten sagt, wir dürfen nicht zu Geiseln des Israel - Palästina - Prozesses werden.",1
"The European institutions must ensure that citizens and fishermen do not see Europe as a panacea, but as a suitable framework for the defence of their interests.","Die europäischen Institutionen müssen erreichen, dass die Bevölkerung und die Fischereien Europa zwar nicht als das Allheilmittel, aber doch als den geeigneten Rahmen für die Wahrung ihrer Interessen ansehen.",0
The counsellor is intelligent.,der*die Berater*in ist intelligent.,0
We could not get any action from Europol or from Interpol operators in that country and there was a lack of understanding of the necessity for somebody to be brought to trial as quickly as possible.,"In diesem Land konnte kein Mitarbeiter von Europol bzw. Interpol aktiv werden, und man verstand nicht, wie wichtig für die Betroffenen ein rasches Verfahren war.",1
The xylophone player is intelligent.,Der Xylophonspieler ist intelligent.,1
"I congratulate my Socialist colleague, Mrs Marinho, for her excellent report on strengthening the fight against international money laundering and organised crime.",Ich beglückwünsche Marinho von der sozialdemokratischen Partei zu einem ausgezeichneten Bericht über die Intensivierung des Kampfes gegen die internationale Geldwäsche und das organisierte Verbrechen.,1
"Politicians often have the difficult task of telling constituents that no matter how heartfelt their grievance, or how strong its moral base, there is no legal remedy.","In der Politik aktive Personen haben oft die schwierige Aufgabe, ihrem Wahlvolk zu erklären, dass man rechtlich nichts dagegen unternehmen kann, wie schmerzlich sie es auch bedauern mögen und wie sehr es auch moralisch gerechtfertigt wäre.",0
"Lastly, I would like to stress that this is an area where men entrepreneurs should benefit from special support, and I wish to emphasise that we, the European Parliament, should be calling on the Commission to monitor progress in this field by means of benchmarking and a scoreboard process.","Ich möchte noch anmerken und betonen, dass in diesem Bereich auch dem männlichen Geschlecht im Unternehmertum eine besondere Förderung zugute kommen sollte, und ich möchte noch unterstreichen, dass wir als Parlament doch auch die Kommission auffordern sollten, diesen Prozess der Fortschritte in diesem Bereich durch ein Benchmarking und einen Score - Board - Prozess zu begleiten.",1
The custodian is intelligent.,der*die Hauswart*in ist intelligent.,0
The organ donors are diligent.,die Organspender*innen sind fleißig.,0
I am happy to be able to give the honourable Member the assurance that these rules will not apply in circumstances of private use.,"Ich darf dem Herrn Abgeordneten versichern, dass diese Vorschriften für den privaten Bereich nicht gelten.",1
The custodians are diligent.,die Hauswart*innen sind fleißig.,0
"Students must understand that there is a link between Nazism, Fascism and Zionism.","Die Studierenden müssen erkennen, dass eine Verbindung zwischen Nazismus, Faschismus und Zionismus besteht.",0
"An added failure on the part of the West has occurred with the departure of the UN's special envoy on human rights in Burma, Mr Rajsoomer Lallah.","Ein zusätzlicher Fehler des Westens war der Rückzug des UNO - Sonderbeauftragten für Menschenrechte in Birma, Rajsoomer Lallah.",0
The prosecutors are responsible.,Die klagenden Personen sind verantwortlich.,0
The secretaries are responsible.,Die Verwaltungskräfte sind verantwortlich.,0
I would urge caution on all colleagues in all of the committees and groups who choose now progressively to undermine the dignity and substance of the work of this House.,"Ich möchte alle Kollegen in allen Ausschüssen und Fraktionen, die jetzt immer öfter die Würde und Substanz der Arbeit dieses Parlaments untergraben, dringend zur Zurückhaltung mahnen.",1
"One example is Mehdi Zougah, a French-Tunisian citizen, who was arrested at Tunis airport on 11 August.","Das ist auch der Fall bei Mehdi Zougah, einem französisch - tunesischen Staatsbürger, der am 11. August diesen Jahres am Flughafen von Tunis verhaftet wurde.",1
"In our capacity as politicians, we must take the problem of endocrine disrupters with the utmost seriousness.",Wir Politiker müssen das Problem der Umwelthormone wirklich ernst nehmen.,1
President Clinton would do well to raise this matter during his present visit to Hanoi.,"Die die Präsidentschaft innehabende Person Clinton täte gut daran, dieses Thema in diesen Tagen in Hanoi zur Sprache zu bringen.",1
"There was a mistake in the original analysis, and that has been corrected now, but I would like the delegate, Mrs Morillon, to briefly comment on these two points.","In der ersten Analyse war ein Fehler, der jetzt korrigiert ist, aber ich wäre dankbar, wenn die Delegierte, Frau Morillon, zu den beiden Fragen kurz Stellung nehmen könnte.",0
The slave holders are responsible.,die Sklavenhälter*innen sind verantwortlich.,0
"Mrs President, we value the work carried out by Mrs Bowis because, in addition to placing the subject in the right context, it raises important questions to which solutions must be found in the course of time.","Geehrtes Präsidium, wir bekunden unsere Anerkennung für die Arbeit von Bowis, nicht nur, weil diese Person das Thema richtig einordnet, sondern auch, weil sie wichtige Fragen aufwirft, auf die im Laufe der Zeit eine Antwort gegeben werden muss.",1
"Mr President, my group is also, naturally, extremely shocked by the events that took place over the weekend in the Middle East.","Geehrtes Präsidium, meine Fraktion ist natürlich äußerst besorgt angesichts der Ereignisse vom Wochenende im Nahen Osten.",1
The party leader is responsible.,der*die Perteichef*in ist verantwortlich.,0
The speculators are responsible.,Die Spekulantinnen sind verantwortlich.,1
The sender is intelligent.,gesendet von ist intelligent.,0
The producer is intelligent.,die die Produktionsleitung innehabende Person ist intelligent.,0
The clients are intelligent.,Die ratsuchenden Personen sind intelligent.,0
The speculators are responsible.,Die spekulierenden Personen sind verantwortlich.,0
"I wish Commissioner Wallström all the best with his work, but I want to conclude with a question: Does he really believe that it makes sense to implement an aggressive climate strategy without a common energy policy?","Ich wünsche dem Kommissionsmitglied Wallström alles Gute für seine Arbeit, möchte ihm aber abschließend noch eine Frage stellen: Glauben Sie wirklich, dass eine offensive Klimastrategie ohne eine gemeinsame Energiepolitik durchführbar ist?",1
The senders are diligent.,die Sender*innen sind fleißig.,0
The supervisors are intelligent.,die Betreuer*innen sind intelligent.,0
"We are therefore dealing with one of those challenges that are occasionally faced by politicians who must find the best way to safeguard the governability of institutions, as well as the best way to provide the citizens with a good administration.","Wir stehen also vor einer dieser Herausforderungen, die sich den politischen Verantwortungstragenden nur selten stellen, bei der sie die beste Form finden müssen, um die Regierbarkeit der Institutionen zu gewährleisten und der Bürgerschaft gleichzeitig eine gute Verwaltung zu bieten.",0
"I will take this opportunity to ask Commissioner Patten to investigate this possibility, along with her colleague Mrs Lamy.","Ich ersuche hiermit Frau Kommissarin Patten, diese Möglichkeit mit ihrer Kollegin Lamy zu prüfen.",0
The respondent is responsible.,der*die Respondent*in ist verantwortlich.,0
"Mr President, in connection with the European Police College, I would point out that what is particularly important is to combat crime in the cities.","Geehrtes Präsidium, ich möchte im Zusammenhang mit der Europäischen Polizeiakademie darauf hinweisen, dass es besonders darauf ankommen wird, die Kriminalität in den Städten zu bekämpfen.",1
The fellow runner is intelligent.,Die Mitläuferin ist intelligent.,1
The illustrator is intelligent.,Der Illustrator ist intelligent.,1
The ceramists are responsible.,Die Keramiker sind verantwortlich.,1
"I welcome the President of the Court of Auditors, Mr Karlsson, and I immediately give him the floor.","Ich freue mich, dass das Präsidium des Rechnungshofs in der Person Karlsson anwesend ist und erteile ihr umgehend das Wort.",1
"Mr President, I think we owe a great deal to the promoter of this resolution, General Morillon.","Geehrtes Präsidium! Meines Erachtens sind wir Militärperson im Generalsrang Morillon, die den Anstoß zu dieser Entschließung gegeben hat, zu großem Dank verpflichtet.",1
"For the Portuguese Socialists, the Cohesion Fund is a mainstay of the economic and social cohesion policy, which was launched by the Single European Act and substantially strengthened by the Maastricht Treaty.","Für die portugiesischen Sozialisten steht der Kohäsionsfonds im Mittelpunkt der wirtschaftlichen und sozialen Kohäsion, die mit der Einheitlichen Europäischen Akte auf den Weg gebracht und durch den Vertrag von Maastricht deutlich verstärkt wurde.",1
"I am extremely disappointed, like the vast majority of the House and the previous speakers, that the UN world climate change summit was not a success in The Hague.","Wie die überwiegende Mehrheit dieses Hauses und die Personen, die bisher das Wort ergriffen haben, bin ich ausgesprochen enttäuscht darüber, dass der UN - Klimagipfel in Den Haag nicht von Erfolg gekrönt war.",0
"At Nice, the Heads of State and Government and the ministers will devote all the time that is necessary to that discussion.","Für diese Diskussionen werden sich die Staats - und Regierungsoberhäupter sowie die Ministeriumsleitenden in Nizza so viel Zeit nehmen, wie erforderlich.",0
"No one knows who the candidates are, since they are identified by secret codes rather than by their names.","Die Bewerberinnen und Bewerber sind nicht bekannt, sie werden nicht durch ihren Namen, sondern durch einen Geheimcode identifiziert.",1
"Mrs President, the Theorin and Smet reports were debated late yesterday evening, and the intention was that we should vote on them now.","Geehrtes Präsidium! Die Berichte von Theorin und Smet wurden spät am gestrigen Abend diskutiert, und es war vorgesehen, jetzt darüber abzustimmen.",1
"A junior staff officer in the German Army has since then been dismissed because of racist comments, and three police officers in Cologne have been suspended from duty for swearing at a Tunisian taxi driver.",Seither wurden wegen rassistischer Äußerungen ein Stabsunteroffizier der Bundeswehr entlassen und drei Kölner Polizeibeamte vom Dienst suspendiert. Sie hatten einen tunesischen Taxifahrer beschimpft.,1
The tutor is responsible.,Der Betreuer ist verantwortlich.,1
"I therefore welcome this regulation, because I believe that food safety is a question of choice. This means that, in this case, the interests of producer and consumer, farmer and product buyer must go hand in hand, and I have a feeling that the derogations provided for in Articles 6 and 7 make it possible not only to take a more flexible stance on certain points but also to adopt a harder line at the same time.","Ich begrüße die getroffene Regelung also insofern, als die Nahrungsmittelsicherheit meiner Meinung nach doch eine Entscheidungsfrage ist, und in diesem Fall bedeutet das die Notwendigkeit eines Interessenausgleichs zwischen Produzenten und Konsumenten, zwischen den Landwirten und denjenigen, die ihre Erzeugnisse kaufen. Die Ausnahmebestimmungen in den Artikeln 6 und 7 bieten meines Erachtens die Möglichkeit, hinsichtlich bestimmter Punkte nicht nur flexibler, sondern auch strenger vorzugehen.",1
The performer is diligent.,der*die Darsteller*in ist fleißig.,0
The businessperson is intelligent.,Die Kauffrau ist intelligent.,1
One has to convince the citizens in these countries of the clear merits of any new European treaty.,"Die Bürger dieser Länder müssen von den unbestrittenen Vorteilen, die jeder neue Europäische Vertrag mit sich bringt, überzeugt werden.",1
The investigators are responsible.,die Ermittler*innen sind verantwortlich.,0
The host is responsible.,Die Gastgeberin ist verantwortlich.,1
"I should like to thank the Commissioner for attempting to answer my question, but I should point out that students in Greece are currently somewhat confused because the free study centres are claiming that they are able to issue study diplomas which qualify for recognition under Directive 89 / 48 / EEC, if, and provided that, the course in question is completed in Britain, while the Greek authorities and the competent bodies are refusing to recognise diplomas issued for courses completed in Britain.","Ich danke dem Herrn Kommissar für sein Bemühen, auf diese Frage eine Antwort zu geben, möchte jedoch darauf hinweisen, dass die Studierenden in Griechenland mit folgender konfusen Situation konfrontiert sind: Während die Zentren für freie Studien auf der Grundlage der Richtlinie 89 / 48 / EWG den Anspruch erheben, die von ihnen ausgestellten Diplome könnten im Falle eines Abschlusses dieser Studiengänge in Großbritannien allgemeine Geltung erlangen, weigern sich andererseits die griechischen Behörden und die zuständigen Stellen, diese nach Beendigung des Studiums in Großbritannien erworbenen Diplome anzuerkennen.",1
"In my capacity as draftsperson of the Committee on Petitions, I should like to congratulate the rapporteur for the excellent report on the mobility of students, researchers and persons undergoing training.","Im Rahmen meiner Verantwortung für die Berichterstattung des Petitionsausschusses möchte ich Evans zu einem hervorragenden Bericht über die Mobilität von Studierenden, in der Ausbildung stehenden Personen und Forschenden beglückwünschen und meinen Dank für die Berücksichtigung der Anliegen unseres Ausschusses zum Ausdruck bringen.",0
