ID;Europarl_ID;SET;SRC;REF-G;REF-N;GENDER;COMMON;REF-G_ann;G-WORDS
954;ep-en-de-1725;Set-N;I wish to express my gratitude, mainly to the authors of these two reports, but also to Commissioner Verheugen.;Gestatten Sie mir hier insbesondere den Verfasserinnen und Verfassern des Berichts, aber auch Herr Kommissar Verheugen meine Anerkennung auszusprechen.;Gestatten Sie mir hier insbesondere den Personen, die den Bericht verfasst haben, aber auch Kommissionsmitglied Verheugen meine Anerkennung auszusprechen.;;no;Gestatten Sie mir hier insbesondere den <G>Verfasserinnen</G> und <G>Verfassern</G> des Berichts , aber auch <G>Herr</G> <G>Kommissar</G> Verheugen meine Anerkennung auszusprechen .;Verfasserinnen & Verfassern & Herr & Kommissar
955;ep-en-de-17330;Set-N;To ditch, as someone has proposed, all this work and with it the opportunity to send a positive message to the citizens is, of course, a valid proposal, but at least let us have the courage to do it in the name of an explicit political reason and not hide behind formal homage to the Treaty.;Diese gesamte Arbeit und damit auch die Möglichkeit, den Bürgern eine positive Botschaft zu übermitteln, über Bord zu werfen, wie dies von einigen vorgeschlagen wird, ist zwar legitim, doch soll man dann wenigstens den Mut besitzen, dies mit einer ausdrücklichen politischen Begründung zu tun, anstatt sich hinter einer formalen Einhaltung des Vertrages zu verschanzen.;Diese gesamte Arbeit und damit auch die Möglichkeit, den Landsleuten eine positive Botschaft zu übermitteln, über Bord zu werfen, wie dies von einigen vorgeschlagen wird, ist zwar legitim, doch soll man dann wenigstens den Mut besitzen, dies mit einer ausdrücklichen politischen Begründung zu tun, anstatt sich hinter einer formalen Einhaltung des Vertrages zu verschanzen.;;no;Diese gesamte Arbeit und damit auch die Möglichkeit , den <G>Bürgern</G> eine positive Botschaft zu übermitteln , über Bord zu werfen , wie dies von einigen vorgeschlagen wird , ist zwar legitim , doch soll man dann wenigstens den Mut besitzen , dies mit einer ausdrücklichen politischen Begründung zu tun , anstatt sich hinter einer formalen Einhaltung des Vertrages zu verschanzen .;Bürgern
956;ep-en-de-17335;Set-N;You are responsible for the health of millions of citizens, and also for the deaths of thousands of young people who have not been given sufficient information.;Sie sind für die Gesundheit von Millionen Bürgern verantwortlich, aber auch für den Tod tausender junger Menschen, die nicht ausreichend informiert sind.;Sie sind für die Gesundheit von Millionen Mitmenschen verantwortlich, aber auch für den Tod tausender junger Menschen, die nicht ausreichend informiert sind.;;no;Sie sind für die Gesundheit von Millionen <G>Bürgern</G> verantwortlich , aber auch für den Tod tausender junger Menschen , die nicht ausreichend informiert sind .;Bürgern
957;ep-en-de-17387;Set-N;It is regrettable that despite all the efforts made by rapporteur Maaten, we must conclude that no one is really happy with the developments that now characterise this report.;Bedauerlicherweise muss man trotz der vielfältigen Bemühungen von Berichterstatter Maaten zu der Feststellung gelangen, dass niemand wirklich zufrieden mit den Entwicklungen ist, die diesen Bericht heute kennzeichnen.;Bedauerlicherweise muss man trotz der vielfältigen Bemühungen der Bericht erstattenden Person Maaten zu der Feststellung gelangen, dass niemand wirklich zufrieden mit den Entwicklungen ist, die diesen Bericht heute kennzeichnen.;;no;Bedauerlicherweise muss man trotz der vielfältigen Bemühungen von <G>Berichterstatter</G> Maaten zu der Feststellung gelangen , dass niemand wirklich zufrieden mit den Entwicklungen ist , die diesen Bericht heute kennzeichnen .;Berichterstatter
958;ep-en-de-17426;Set-N;I can only call on colleagues to go along with the recommendation of the Committee on Legal Affairs and the Internal Market.;Ich kann nur an die Kolleginnen und Kollegen appellieren, der Empfehlung des Rechtsausschusses zu folgen.;Ich kann nur an das Kollegium appellieren, der Empfehlung des Rechtsausschusses zu folgen.;;no;Ich kann nur an die <G>Kolleginnen</G> und <G>Kollegen</G> appellieren , der Empfehlung des Rechtsausschusses zu folgen .;Kolleginnen & Kollegen
959;ep-en-de-17457;Set-N;Commissioner, you are a Guardian of the Treaties and not someone who can overstep your competences here on your own initiative.;Herr Kommissar, Sie sind Hüter der Verträge und nicht einer, der hier aus eigenem Antrieb Kompetenzen überschreiten kann.;Kommissionsmitglied, Sie sind mit der Hütung der Verträge beauftragt und können hier nicht aus eigenem Antrieb Kompetenzen überschreiten.;;no;<G>Herr</G> <G>Kommissar</G> , Sie sind <G>Hüter</G> der Verträge und nicht <G>einer</G> , <G>der</G> hier aus eigenem Antrieb Kompetenzen überschreiten kann .;Herr & Kommissar & Hüter & einer & der
960;ep-en-de-17459;Set-N;This legal basis, too, is completely worthless in my opinion, and that is why the unions, companies and colleagues here are right to refer to job losses.;Auch diese Rechtsgrundlage taugt nach meiner Überzeugung überhaupt nichts, und deshalb ist es richtig, dass die Gewerkschaften, dass die Betriebe, dass die Kollegen hier auf den Verlust von Arbeitsplätzen hinweisen.;Auch diese Rechtsgrundlage taugt nach meiner Überzeugung überhaupt nichts, und deshalb ist es richtig, dass die Gewerkschaften, dass die Betriebe, dass die Mitabgeordneten hier auf den Verlust von Arbeitsplätzen hinweisen.;;no;Auch diese Rechtsgrundlage taugt nach meiner Überzeugung überhaupt nichts , und deshalb ist es richtig , dass die Gewerkschaften , dass die Betriebe , dass die <G>Kollegen</G> hier auf den Verlust von Arbeitsplätzen hinweisen .;Kollegen
961;ep-en-de-17504;Set-N;It is quite clear from the judgment that the judges took the view that Article 95 could be used as a legal basis for regulating the internal market.;Aus dem Urteil geht ganz klar hervor, dass die Richter die Ansicht vertraten, dass Artikel 95 als Rechtsgrundlage für die Regulierung des Binnenmarktes fungieren könne.;Aus dem Urteil geht ganz klar hervor, dass die Mitglieder des Gerichts die Ansicht vertraten, dass Artikel 95 als Rechtsgrundlage für die Regulierung des Binnenmarktes fungieren könne.;;no;Aus dem Urteil geht ganz klar hervor , dass die <G>Richter</G> die Ansicht vertraten , dass Artikel 95 als Rechtsgrundlage für die Regulierung des Binnenmarktes fungieren könne .;Richter
962;ep-en-de-17584;Set-N;We have become used to the practice, as the previous speaker just said.;Daran haben wir uns, wie es mein Vorredner gerade zum Ausdruck gebracht hat, schon gewöhnt.;Daran haben wir uns, wie es die Person vor mir gerade zum Ausdruck gebracht hat, schon gewöhnt.;;no;Daran haben wir uns , wie es <G>mein</G> <G>Vorredner</G> gerade zum Ausdruck gebracht hat , schon gewöhnt .;mein & Vorredner
963;ep-en-de-1759;Set-N;As Vice-President of our joint parliamentary committee with the Czech Republic, I can vouch for the fact that this is true of the Czech Republic, but I assume the same applies to a number of other States too.;Als Vizepräsidentin unseres Gemischten Ausschusses mit der Tschechischen Republik weiß ich, dass das jedenfalls für die Tschechische Republik, aber ich nehme an, auch für einige weitere Staaten der Fall ist.;Als Stellvertretung der Präsidentschaft unseres gemeinsamen Ausschusses mit der Tschechischen Republik weiß ich, dass das jedenfalls für die Tschechische Republik, aber ich nehme an, auch für einige weitere Staaten der Fall ist.;;no;Als <G>Vizepräsidentin</G> unseres Gemischten Ausschusses mit der Tschechischen Republik weiß ich , dass das jedenfalls für die Tschechische Republik , aber ich nehme an , auch für einige weitere Staaten der Fall ist .;Vizepräsidentin
964;ep-en-de-17602;Set-N;But that is something politicians fortunately cannot make decisions about.;Darüber aber entscheiden zum Glück nicht die Politiker.;Darüber aber entscheiden zum Glück nicht die politisch Verantwortlichen.;;no;Darüber aber entscheiden zum Glück nicht die <G>Politiker</G> .;Politiker
965;ep-en-de-1763;Set-N;This being so, politicians from the part of Europe which after the Second World War enjoyed a happier fate, and this is particularly true of Austria, would be well-advised to be moderate in their criticism of the countries such as the Czech Republic.;Insofern tun Politiker aus dem Teil Europas, dem nach dem Zweiten Weltkrieg ein glücklicheres Schicksal beschieden war, und das gilt insbesondere für Österreich, gut daran, maßvoll mit der Kritik an diesen Ländern umzugehen.;Insofern tun politisch Handelnde aus dem Teil Europas, dem nach dem Zweiten Weltkrieg ein glücklicheres Schicksal beschieden war, und das gilt insbesondere für Österreich, gut daran, maßvoll mit der Kritik an diesen Ländern umzugehen.;;no;Insofern tun <G>Politiker</G> aus dem Teil Europas , dem nach dem Zweiten Weltkrieg ein glücklicheres Schicksal beschieden war , und das gilt insbesondere für Österreich , gut daran , maßvoll mit der Kritik an diesen Ländern umzugehen .;Politiker
966;ep-en-de-17801;Set-N;The second case involves a Greek student, Mikis Mantakas, killed around 25 years ago in Rome, following a terrorist attack carried out by the Red Brigades.;Der zweite Fall betrifft einen griechischen Studenten, Mikis Mantakas, der vor etwa 25 Jahren in Rom infolge eines Terroranschlags der Roten Brigaden sein Leben verlor.;Der zweite Fall betrifft eine studierende griechische Person, Mikis Mantakas, die vor etwa 25 Jahren in Rom infolge eines Terroranschlags der Roten Brigaden ihr Leben verlor.;;no;Der zweite Fall betrifft <G>einen</G> <G>griechischen</G> <G>Studenten</G> , Mikis Mantakas , <G>der</G> vor etwa 25 Jahren in Rom infolge eines Terroranschlags der Roten Brigaden <G>sein</G> Leben verlor .;einen & griechischen & Studenten & der & sein
967;ep-en-de-17839;Set-N;This could involve in certain cases putting an interpreter at their disposal.;In bestimmten Fällen bedeutet dies, ihnen einen Dolmetscher zur Verfügung zu stellen.;In bestimmten Fällen bedeutet dies, ihnen eine Dolmetschkraft zur Verfügung zu stellen.;;no;In bestimmten Fällen bedeutet dies , ihnen <G>einen</G> <G>Dolmetscher</G> zur Verfügung zu stellen .;einen & Dolmetscher
968;ep-en-de-17843;Set-N;This is indeed a good idea as it would allow the European citizen who is a victim of a criminal offence, when travelling in the territory of the Union, to feel in concrete terms the added value at European level.;Dies ist in der Tat eine hervorragende Idee, die dem europäischen Bürger, der auf einer Reise durch die Union Opfer einer Straftat wird, den Nutzen von Festlegungen auf europäischer Ebene zeigt.;Dies ist in der Tat eine hervorragende Idee, die den Menschen Europas, die auf einer Reise durch die Union Opfer einer Straftat werden, den Nutzen von Festlegungen auf europäischer Ebene zeigt.;;no;Dies ist in der Tat eine hervorragende Idee , die <G>dem</G> europäischen <G>Bürger</G> , <G>der</G> auf einer Reise durch die Union Opfer einer Straftat wird , den Nutzen von Festlegungen auf europäischer Ebene zeigt .;dem & Bürger & der
969;ep-en-de-17916;Set-N;I fully agree with the comments made by our colleague Joan Colom on the revision of the financial perspective.;Ich stimme voll und ganz mit den Überlegungen unseres Kollegen Joan Colom in Bezug auf die Revision der Finanziellen Vorausschau überein.;Ich stimme voll und ganz mit den Überlegungen unseres Kollegiumsmitglieds Joan Colom in Bezug auf die Revision der Finanziellen Vorausschau überein.;;yes;Ich stimme voll und ganz mit den Überlegungen <G>unseres</G> <G>Kollegen</G> Joan Colom in Bezug auf die Revision der Finanziellen Vorausschau überein .;unseres & Kollegen
970;ep-en-de-17934;Set-N;We believe it is absolutely fundamental that this progress report should be seen to restore the confidence of our citizens in the way in which the European Union institutions operate.;Unserer Ansicht nach sollte der geplante Fortschrittsbericht das Vertrauen unserer Bürger in die Arbeitsweise der Organe der Europäischen Union wiederherstellen.;Unserer Ansicht nach sollte der geplante Fortschrittsbericht das Vertrauen der Menschen in die Arbeitsweise der Organe der Europäischen Union wiederherstellen.;;no;Unserer Ansicht nach sollte der geplante Fortschrittsbericht das Vertrauen unserer <G>Bürger</G> in die Arbeitsweise der Organe der Europäischen Union wiederherstellen .;Bürger
971;ep-en-de-17969;Set-N;I too wish to thank the rapporteur and, of course, the Commissioner and the President-in-Office for their excellent work.;Auch mein Dank gilt der Berichterstatterin und natürlich der Kommissarin und der Ratspräsidentin für die gute Arbeit.;Auch mein Dank gilt der für die Berichterstattung verantwortlichen Person und natürlich dem Kommissionsmitglied und dem Ratsvorsitz für die gute Arbeit.;;no;Auch mein Dank gilt <G>der</G> <G>Berichterstatterin</G> und natürlich <G>der</G> <G>Kommissarin</G> und <G>der</G> <G>Ratspräsidentin</G> für die gute Arbeit .;der & Berichterstatterin & der & Kommissarin & der & Ratspräsidentin
972;ep-en-de-18008;Set-N;At a time when these so-called leaders are incapable of transposing fifty or so directives except by edict, in other words, by decree-law, they are accepting, with straight faces, to reduce French representation in the European Parliament by around 20%, despite having given these representatives the task of protecting French interests under codecision.;Während diese so genannten führenden Politiker unfähig sind, rund fünfzig Richtlinien anders als auf dem Verordnungswege, d. h. mit Gesetzesdekreten, umzusetzen, akzeptieren sie ohne mit der Wimper zu zucken eine Verringerung der französischen Vertretung im Europäischen Parlament um fast 20%, obwohl diese die französischen Interessen im Rahmen der Mitentscheidung verteidigen soll.;Während diese so genannten führenden politischen Köpfe unfähig sind, rund fünfzig Richtlinien anders als auf dem Verordnungswege, d. h. mit Gesetzesdekreten, umzusetzen, akzeptieren sie ohne mit der Wimper zu zucken eine Verringerung der französischen Vertretung im Europäischen Parlament um fast 20%, obwohl diese die französischen Interessen im Rahmen der Mitentscheidung verteidigen soll.;;no;Während diese so genannten führenden <G>Politiker</G> unfähig sind , rund fünfzig Richtlinien anders als auf dem Verordnungswege , d. h. mit Gesetzesdekreten , umzusetzen , akzeptieren sie ohne mit der Wimper zu zucken eine Verringerung der französischen Vertretung im Europäischen Parlament um fast 20 % , obwohl diese die französischen Interessen im Rahmen der Mitentscheidung verteidigen soll .;Politiker
973;ep-en-de-18070;Set-N;Consequently, many travellers and holidaymakers will benefit from this European initiative.;Diese europäische Initiative wird daher zahlreichen Reisenden und Urlaubern zugute kommen.;Diese europäische Initiative wird daher zahlreichen Reisenden und Urlaubnehmenden zugute kommen.;;no;Diese europäische Initiative wird daher zahlreichen Reisenden und <G>Urlaubern</G> zugute kommen .;Urlaubern
974;ep-en-de-18095;Set-N;Quite a number of speakers have made the same point this morning and I wholeheartedly agree with them.;Das wurde hier heute Vormittag von vielen Rednern gesagt, und ich stimme ihnen voll und ganz zu.;Das wurde hier heute Vormittag von vielen Referierenden gesagt, und ich stimme ihnen voll und ganz zu.;;no;Das wurde hier heute Vormittag von vielen <G>Rednern</G> gesagt , und ich stimme ihnen voll und ganz zu .;Rednern
975;ep-en-de-18322;Set-N;I, in my turn, would like to congratulate the rapporteurs, the chairman of the Committee on Budgets, the Council and the Presidency on the work that has been accomplished, and the conclusion of this agreement which will allow us to vote for the budget for the year 2001.;Ich möchte meinerseits den Berichterstattern, dem Vorsitzenden des Haushaltsausschusses, der Kommission, dem Rat und der Präsidentschaft meine Glückwünsche für die geleistete Arbeit, für den Abschluss dieser Vereinbarung aussprechen, die uns die Verabschiedung des Haushaltsplans für das Jahr 2001 ermöglicht.;Ich möchte meinerseits den für die Berichterstattung Verantwortlichen, dem Vorsitz des Haushaltsausschusses, der Kommission, dem Rat und der Präsidentschaft meine Glückwünsche für die geleistete Arbeit, für den Abschluss dieser Vereinbarung aussprechen, die uns die Verabschiedung des Haushaltsplans für das Jahr 2001 ermöglicht.;;no;Ich möchte meinerseits den <G>Berichterstattern</G> , dem Vorsitzenden des Haushaltsausschusses , der Kommission , dem Rat und der Präsidentschaft meine Glückwünsche für die geleistete Arbeit , für den Abschluss dieser Vereinbarung aussprechen , die uns die Verabschiedung des Haushaltsplans für das Jahr 2001 ermöglicht .;Berichterstattern
976;ep-en-de-18355;Set-N;Unfortunately, a majority of my colleagues did not agree with me and therefore we could not go along with it.;Leider war die Mehrheit meiner Kollegen nicht meiner Meinung, deshalb konnten wir sie nicht akzeptieren.;Leider war die Mehrheit der Mitglieder meines Kollegiums nicht meiner Meinung, deshalb konnten wir sie nicht akzeptieren.;;no;Leider war die Mehrheit meiner <G>Kollegen</G> nicht meiner Meinung , deshalb konnten wir sie nicht akzeptieren .;Kollegen
977;ep-en-de-18375;Set-N;Firstly, I too would like to thank all those who contributed to the determination of the budget, the Commissioner, the Council and the rapporteurs.;Zunächst möchte auch ich all denen danken, die bei der Feststellung des Haushaltsplans eine Rolle gespielt haben, nämlich der Frau Kommissarin, dem Rat und den Berichterstattern.;Zunächst möchte auch ich all denen danken, die bei der Feststellung des Haushaltsplans eine Rolle gespielt haben, nämlich dem Kommissionsmitglied, dem Rat und den Berichterstattenden.;;no;Zunächst möchte auch ich all denen danken , die bei der Feststellung des Haushaltsplans eine Rolle gespielt haben , nämlich der <G>Frau</G> <G>Kommissarin</G> , dem Rat und den <G>Berichterstattern</G> .;Frau & Kommissarin & Berichterstattern
978;ep-en-de-18413;Set-N;That is the only right and the only sensible way of investing the money at our disposal on behalf of our fellow citizens.;Nur so ist das Geld, das uns für unsere Mitbürgerinnen und Mitbürger zur Verfügung steht, sinnvoll und richtig angelegt.;Nur so ist das Geld, das uns für unsere Mitbürgerschaft zur Verfügung steht, sinnvoll und richtig angelegt.;;no;Nur so ist das Geld , das uns für unsere <G>Mitbürgerinnen</G> und <G>Mitbürger</G> zur Verfügung steht , sinnvoll und richtig angelegt .;Mitbürgerinnen & Mitbürger
979;ep-en-de-1844;Set-N;In my opinion, and I say it in the presence of a former attorney-general of Ireland, the Commission has not yet shown sufficient resoluteness in pursuing this matter.;Ich bin der Auffassung, und ich sage dies in Anwesenheit eines früheren irischen Generalstaatsanwalts, dass die Kommission in dieser Angelegenheit bisher nicht mit der gebotenen Entschlossenheit gehandelt hat.;Ich bin der Auffassung, und ich sage dies in Anwesenheit eines früheren Leitenden der irischen Generalstaatsanwaltschaft, dass die Kommission in dieser Angelegenheit bisher nicht mit der gebotenen Entschlossenheit gehandelt hat.;;no;Ich bin der Auffassung , und ich sage dies in Anwesenheit <G>eines</G> früheren irischen <G>Generalstaatsanwalts</G> , dass die Kommission in dieser Angelegenheit bisher nicht mit der gebotenen Entschlossenheit gehandelt hat .;eines & Generalstaatsanwalts
980;ep-en-de-18502;Set-N;Contrary to what previous speakers have said, I do not believe that this strategy has been successful to date.;Im Gegensatz zu anderen Rednern bin ich nicht der Ansicht, dass diese Strategie bisher ein Erfolg gewesen ist.;Im Gegensatz zu anderen Vortragenden bin ich nicht der Ansicht, dass diese Strategie bisher ein Erfolg gewesen ist.;;no;Im Gegensatz zu anderen <G>Rednern</G> bin ich nicht der Ansicht , dass diese Strategie bisher ein Erfolg gewesen ist .;Rednern
981;ep-en-de-18512;Set-N;A member of my party, a radical militant journalist, was murdered several weeks ago in Tbilisi, a city clearly under the control of Russian troops.;Vor einigen Wochen wurde ein Mitglied meiner Partei, ein politisch aktiver Radikaler und Journalist, in Tbilissi ermordet, einer Stadt, die eindeutig den russischen Streitkräften untersteht.;Vor einigen Wochen wurde ein Mitglied meiner Partei, eine politisch aktive, radikal eingestellte Person aus dem Journalismusbereich, in Tbilissi ermordet, einer Stadt, die eindeutig den russischen Streitkräften untersteht.;;yes;Vor einigen Wochen wurde ein Mitglied meiner Partei , <G>ein</G> politisch <G>aktiver</G> <G>Radikaler</G> und <G>Journalist</G> , in Tbilissi ermordet , einer Stadt , die eindeutig den russischen Streitkräften untersteht .;ein & aktiver & Radikaler & Journalist
982;ep-en-de-18521;Set-N;The famous Russian opposition politician, Grigori Jawlinski, has made it into western newspaper columns again lately.;In diesen Tagen füllte der bekannte russische Oppositionspolitiker Grigori Jawlinski wieder einmal die Spalten der westlichen Presse.;In diesen Tagen füllte das bekannte russische Oppositionsmitglied Grigori Jawlinski wieder einmal die Spalten der westlichen Presse.;;no;In diesen Tagen füllte <G>der</G> bekannte russische <G>Oppositionspolitiker</G> Grigori Jawlinski wieder einmal die Spalten der westlichen Presse .;der & Oppositionspolitiker
983;ep-en-de-18553;Set-N;As a Swedish Christian Democrat, I fully support the two-strategy model, involving vigorous, consistent and sustained criticism of all crimes, especially crimes within Russia against human rights, but also involving close and intimate cooperation with Russia, our large neighbour in the East.;Als schwedischer Christdemokrat unterstütze ich vollauf das Modell einer zweigleisigen Strategie, das alle Menschenrechtsverletzungen, auch die innerhalb Russlands, energisch, konsequent und beharrlich verurteilt, aber gleichzeitig auch eine enge und freundschaftliche Zusammenarbeit mit Russland, unserem großen Nachbarn im Osten, anstrebt.;Als Mitglied der schwedischen christdemokratischen Partei unterstütze ich vollauf das Modell einer zweigleisigen Strategie, das alle Menschenrechtsverletzungen, auch die innerhalb Russlands, energisch, konsequent und beharrlich verurteilt, aber gleichzeitig auch eine enge und freundschaftliche Zusammenarbeit mit Russland, unserem großen Nachbarland im Osten, anstrebt.;;no;Als <G>schwedischer</G> <G>Christdemokrat</G> unterstütze ich vollauf das Modell einer zweigleisigen Strategie , das alle Menschenrechtsverletzungen , auch die innerhalb Russlands , energisch , konsequent und beharrlich verurteilt , aber gleichzeitig auch eine enge und freundschaftliche Zusammenarbeit mit Russland , <G>unserem</G> großen <G>Nachbarn</G> im Osten , anstrebt .;schwedischer & Christdemokrat & unserem & Nachbarn
984;ep-en-de-18570;Set-N;What is significant is that the majority of Russian citizens supported this move.;Bedeutsam ist vielmehr, dass die meisten russischen Bürger hinter dieser Entscheidung stehen.;Bedeutsam ist vielmehr, dass die meisten russischen Staatsangehörigen hinter dieser Entscheidung stehen.;;no;Bedeutsam ist vielmehr , dass die meisten russischen <G>Bürger</G> hinter dieser Entscheidung stehen .;Bürger
985;ep-en-de-18607;Set-N;Just one further word about a point that was raised by a couple of speakers in the debate and that is the question of Georgia and visas.;Nur noch ein Wort zu einem Punkt, der von mehreren meiner Vorredner angesprochen wurde, und zwar geht es um Georgien und die Visafrage.;Nur noch ein Wort zu einem Punkt, der von mehreren meiner vorangegangenen Vortragenden angesprochen wurde, und zwar geht es um Georgien und die Visafrage.;;yes;Nur noch ein Wort zu einem Punkt , der von mehreren meiner <G>Vorredner</G> angesprochen wurde , und zwar geht es um Georgien und die Visafrage .;Vorredner
986;ep-en-de-18608;Set-N;We have already expressed serious concern over the way in which Russia unilaterally introduced visa requirements for Georgian citizens on 5 December.;Wir haben bereits an anderer Stelle unsere große Sorge über die Art und Weise zum Ausdruck gebracht, in der Russland am 5. Dezember einseitig einen Visazwang für georgische Bürger eingeführt hat.;Wir haben bereits an anderer Stelle unsere große Sorge über die Art und Weise zum Ausdruck gebracht, in der Russland am 5. Dezember einseitig einen Visazwang für die georgische Bürgerschaft eingeführt hat.;;no;Wir haben bereits an anderer Stelle unsere große Sorge über die Art und Weise zum Ausdruck gebracht , in der Russland am 5. Dezember einseitig einen Visazwang für georgische <G>Bürger</G> eingeführt hat .;Bürger
987;ep-en-de-1862;Set-N;We might well hope that, before the whole of this package is in place, there will be very many more of us, as citizens, who are affected by these rules.;Wir können aber wohl darauf hoffen, dass es vor der Annahme des gesamten Pakets noch erheblich mehr Bürger sein werden, die von diesen Regelungen betroffen sind.;Wir können aber wohl darauf hoffen, dass es vor der Annahme des gesamten Pakets noch erheblich mehr Menschen sein werden, die von diesen Regelungen betroffen sind.;;no;Wir können aber wohl darauf hoffen , dass es vor der Annahme des gesamten Pakets noch erheblich mehr <G>Bürger</G> sein werden , die von diesen Regelungen betroffen sind .;Bürger
988;ep-en-de-18675;Set-N;I would like to state that I am in complete agreement with what the chairman said just now.;Ich möchte den soeben gehörten Ausführungen des Präsidenten voll und ganz beipflichten.;Ich möchte den soeben gehörten Ausführungen aus dem Präsidium voll und ganz beipflichten.;;no;Ich möchte den soeben gehörten Ausführungen <G>des</G> <G>Präsidenten</G> voll und ganz beipflichten .;des & Präsidenten
989;ep-en-de-1882;Set-N;If inspection is not complied with and we are not in a position to inspect the inspectors, then all the thinking being done in connection with the safety of our fellow citizens will be undermined.;Wenn das nicht befolgt wird und wir keine Möglichkeiten haben, die Kontrolleure zu kontrollieren, wird das gesamte Sicherheitsbewusstsein unserer Mitbürger untergraben.;Wenn das nicht befolgt wird und wir keine Möglichkeiten haben, die Kontrollierenden zu kontrollieren, wird das gesamte Sicherheitsbewusstsein unserer Mitmenschen untergraben.;;no;Wenn das nicht befolgt wird und wir keine Möglichkeiten haben , die <G>Kontrolleure</G> zu kontrollieren , wird das gesamte Sicherheitsbewusstsein unserer <G>Mitbürger</G> untergraben .;Kontrolleure & Mitbürger
990;ep-en-de-18902;Set-N;The Croatians have a right to that accession, but, moreover, I think it is obvious that the European project would be incomplete as long as Croatia was missing from the mosaic, along with its other neighbours from the former Yugoslavia.;Auf diesen Beitritt haben die Kroaten Anspruch, aber mir ist auch klar, dass das europäische Projekt unvollständig sein wird, solange das Mosaiksteinchen Kroatien genauso wie seine übrigen Nachbarn des ehemaligen Jugoslawiens darin fehlen.;Auf diesen Beitritt hat die kroatische Bevölkerung Anspruch, aber mir ist auch klar, dass das europäische Projekt unvollständig sein wird, solange das Mosaiksteinchen Kroatien genauso wie seine übrigen Nachbarstaaten des ehemaligen Jugoslawiens darin fehlen.;;no;Auf diesen Beitritt haben die <G>Kroaten</G> Anspruch , aber mir ist auch klar , dass das europäische Projekt unvollständig sein wird , solange das Mosaiksteinchen Kroatien genauso wie seine übrigen <G>Nachbarn</G> des ehemaligen Jugoslawiens darin fehlen .;Kroaten & Nachbarn
991;ep-en-de-18919;Set-N;People are very afraid at present, and that includes the 50 000 Moluccan citizens in the Netherlands, that the situation will escalate further around Christmas.;Derzeit besteht auch unter den 50 000 molukkischen Bürgern in den Niederlanden die große Befürchtung, die Situation könne um Weihnachten weiter eskalieren.;Derzeit besteht auch unter den 50 000 molukkischen Staatsangehörigen in den Niederlanden die große Befürchtung, die Situation könne um Weihnachten weiter eskalieren.;;no;Derzeit besteht auch unter den 50 000 molukkischen <G>Bürgern</G> in den Niederlanden die große Befürchtung , die Situation könne um Weihnachten weiter eskalieren .;Bürgern
992;ep-en-de-18923;Set-N;As rapporteur I find that intolerable and I would therefore ask the Commissioner what the European Union can do with respect to the Wahid government in order to prevent further bloodshed.;Da ich das als Berichterstatterin für inakzeptabel halte, möchte ich von der Frau Kommissarin wissen, wie die Europäische Union auf die Regierung Wahid einwirken kann, damit nicht noch weiteres Blut vergossen wird.;Da ich das im Rahmen meiner Aufgabe der Berichterstattung für inakzeptabel halte, möchte ich von dem Kommissionsmitglied wissen, wie die Europäische Union auf die Regierung Wahid einwirken kann, damit nicht noch weiteres Blut vergossen wird.;;no;Da ich das als <G>Berichterstatterin</G> für inakzeptabel halte , möchte ich von der <G>Frau</G> <G>Kommissarin</G> wissen , wie die Europäische Union auf die Regierung Wahid einwirken kann , damit nicht noch weiteres Blut vergossen wird .;Berichterstatterin & Frau & Kommissarin
993;ep-en-de-18924;Set-N;There are still some Papuan leaders under lock and key too.;Auch Papua - Führer befinden sich noch immer in Haft.;Auch führende Papua - Persönlichkeiten befinden sich noch immer in Haft.;;no;Auch Papua - <G>Führer</G> befinden sich noch immer in Haft .;Führer
994;ep-en-de-18930;Set-N;In Timor, the militias block the return of the refugees and relief workers are besieged.;Auf Timor verwehren Milizen den Flüchtlingen die Rückkehr und werden Helfer bedroht.;Auf Timor verwehren Milizen den Geflüchteten die Rückkehr und werden helfende Menschen bedroht.;;no;Auf Timor verwehren Milizen den Flüchtlingen die Rückkehr und werden <G>Helfer</G> bedroht .;Helfer
995;ep-en-de-18963;Set-N;More than one hundred thousand refugees remain in West Timor, virtual human shields for the originators and perpetrators of crimes in East Timor.;In Westtimor gibt es über einhunderttausend Flüchtlinge als reale menschliche Schilder der moralischen und physischen Urheber der in Osttimor begangenen Verbrechen.;In Westtimor gibt es über einhunderttausend Flüchtlinge als reale menschliche Schilder derjenigen, die moralische und physische Verbrechen in Osttimor begangenen haben.;;no;In Westtimor gibt es über einhunderttausend Flüchtlinge als reale menschliche Schilder der moralischen und physischen <G>Urheber</G> der in Osttimor begangenen Verbrechen .;Urheber
