english,german,label
The participant is diligent.,der*die Beteiligte ist fleißig.,0
The participant is diligent.,der:die Beteiligte ist fleißig.,0
The participant is intelligent.,Der Beteiligte ist intelligent.,1
The participant is intelligent.,Die Beteiligte ist intelligent.,1
The participant is intelligent.,der*die Beteiligte ist intelligent.,0
The participant is intelligent.,der:die Beteiligte ist intelligent.,0
The participant is responsible.,Der Beteiligte ist verantwortlich.,1
The participant is responsible.,Die Beteiligte ist verantwortlich.,1
The participant is responsible.,der*die Beteiligte ist verantwortlich.,0
The participant is responsible.,der:die Beteiligte ist verantwortlich.,0
The participants are diligent.,Die Beteiligte sind fleißig.,1
The participants are diligent.,Die Beteiligte sind fleißig.,1
The participants are diligent.,die Beteiligten sind fleißig.,0
The participants are intelligent.,Die Beteiligte sind intelligent.,1
The participants are intelligent.,Die Beteiligte sind intelligent.,1
The participants are intelligent.,die Beteiligten sind intelligent.,0
The participants are responsible.,Die Beteiligte sind verantwortlich.,1
The participants are responsible.,Die Beteiligte sind verantwortlich.,1
The participants are responsible.,die Beteiligten sind verantwortlich.,0
The consumer advisor is diligent.,Der Verbraucherschützer ist fleißig.,1
The consumer advisor is diligent.,Die Verbraucherschützerin ist fleißig.,1
The consumer advisor is diligent.,die mit dem Verbraucherschutz beauftragte Person ist fleißig.,0
The consumer advisor is diligent.,der*die Verbraucherschützer*in ist fleißig.,0
The consumer advisor is diligent.,der:die Verbraucherschützer:in ist fleißig.,0
The consumer advisor is intelligent.,Der Verbraucherschützer ist intelligent.,1
The consumer advisor is intelligent.,Die Verbraucherschützerin ist intelligent.,1
The consumer advisor is intelligent.,die mit dem Verbraucherschutz beauftragte Person ist intelligent.,0
The consumer advisor is intelligent.,der*die Verbraucherschützer*in ist intelligent.,0
The consumer advisor is intelligent.,der:die Verbraucherschützer:in ist intelligent.,0
The consumer advisor is responsible.,Der Verbraucherschützer ist verantwortlich.,1
The consumer advisor is responsible.,Die Verbraucherschützerin ist verantwortlich.,1
The consumer advisor is responsible.,die mit dem Verbraucherschutz beauftragte Person ist verantwortlich.,0
The consumer advisor is responsible.,der*die Verbraucherschützer*in ist verantwortlich.,0
The consumer advisor is responsible.,der:die Verbraucherschützer:in ist verantwortlich.,0
The consumer advisors are diligent.,Die Verbraucherschützer sind fleißig.,1
The consumer advisors are diligent.,Die Verbraucherschützerinnen sind fleißig.,1
The consumer advisors are diligent.,Die mit dem Verbraucherschutz beauftragten Personen sind fleißig.,0
The consumer advisors are diligent.,die Verbraucherschützer*innen sind fleißig.,0
The consumer advisors are diligent.,die Verbraucherschützer:innen sind fleißig.,0
The consumer advisors are intelligent.,Die Verbraucherschützer sind intelligent.,1
The consumer advisors are intelligent.,Die Verbraucherschützerinnen sind intelligent.,1
The consumer advisors are intelligent.,Die mit dem Verbraucherschutz beauftragten Personen sind intelligent.,0
The consumer advisors are intelligent.,die Verbraucherschützer*innen sind intelligent.,0
The consumer advisors are intelligent.,die Verbraucherschützer:innen sind intelligent.,0
The consumer advisors are responsible.,Die Verbraucherschützer sind verantwortlich.,1
The consumer advisors are responsible.,Die Verbraucherschützerinnen sind verantwortlich.,1
The consumer advisors are responsible.,Die mit dem Verbraucherschutz beauftragten Personen sind verantwortlich.,0
The consumer advisors are responsible.,die Verbraucherschützer*innen sind verantwortlich.,0
The consumer advisors are responsible.,die Verbraucherschützer:innen sind verantwortlich.,0
The lawyer is diligent.,Der Rechtsanwalt ist fleißig.,1
The lawyer is diligent.,Die Rechtsanwältin ist fleißig.,1
The lawyer is diligent.,"der Rechtsbeistand, das Mitglied der Anwaltschaft ist fleißig.",0
The lawyer is diligent.,der*die Rechtsanwält*in ist fleißig.,0
The lawyer is diligent.,der:die Rechtsanwält:in ist fleißig.,0
The lawyer is intelligent.,Der Rechtsanwalt ist intelligent.,1
The lawyer is intelligent.,Die Rechtsanwältin ist intelligent.,1
The lawyer is intelligent.,"der Rechtsbeistand, das Mitglied der Anwaltschaft ist intelligent.",0
The lawyer is intelligent.,der*die Rechtsanwält*in ist intelligent.,0
The lawyer is intelligent.,der:die Rechtsanwält:in ist intelligent.,0
The lawyer is responsible.,Der Rechtsanwalt ist verantwortlich.,1
The lawyer is responsible.,Die Rechtsanwältin ist verantwortlich.,1
The lawyer is responsible.,"der Rechtsbeistand, das Mitglied der Anwaltschaft ist verantwortlich.",0
The lawyer is responsible.,der*die Rechtsanwält*in ist verantwortlich.,0
The lawyer is responsible.,der:die Rechtsanwält:in ist verantwortlich.,0
The lawyers are diligent.,Die Rechtsanwälte sind fleißig.,1
The lawyers are diligent.,Die Rechtsanwältinnen sind fleißig.,1
The lawyers are diligent.,Die Rechtsbeistände sind fleißig.,0
The lawyers are diligent.,die Rechtsanwält*innen sind fleißig.,0
The lawyers are diligent.,die Rechtsanwält:innen sind fleißig.,0
The lawyers are intelligent.,Die Rechtsanwälte sind intelligent.,1
The lawyers are intelligent.,Die Rechtsanwältinnen sind intelligent.,1
The lawyers are intelligent.,Die Rechtsbeistände sind intelligent.,0
The lawyers are intelligent.,die Rechtsanwält*innen sind intelligent.,0
The lawyers are intelligent.,die Rechtsanwält:innen sind intelligent.,0
The lawyers are responsible.,Die Rechtsanwälte sind verantwortlich.,1
The lawyers are responsible.,Die Rechtsanwältinnen sind verantwortlich.,1
The lawyers are responsible.,Die Rechtsbeistände sind verantwortlich.,0
The lawyers are responsible.,die Rechtsanwält*innen sind verantwortlich.,0
The lawyers are responsible.,die Rechtsanwält:innen sind verantwortlich.,0
The invoice recipient is diligent.,Der Rechnungsempfänger ist fleißig.,1
The invoice recipient is diligent.,Die Rechnungsempfängerin ist fleißig.,1
The invoice recipient is diligent.,die rechnungsempfangende Person ist fleißig.,0
The invoice recipient is diligent.,der*die Rechnungsempfänger*in ist fleißig.,0
The invoice recipient is diligent.,der:die Rechnungsempfänger:in ist fleißig.,0
The invoice recipient is intelligent.,Der Rechnungsempfänger ist intelligent.,1
The invoice recipient is intelligent.,Die Rechnungsempfängerin ist intelligent.,1
The invoice recipient is intelligent.,die rechnungsempfangende Person ist intelligent.,0
The invoice recipient is intelligent.,der*die Rechnungsempfänger*in ist intelligent.,0
The invoice recipient is intelligent.,der:die Rechnungsempfänger:in ist intelligent.,0
The invoice recipient is responsible.,Der Rechnungsempfänger ist verantwortlich.,1
The invoice recipient is responsible.,Die Rechnungsempfängerin ist verantwortlich.,1
The invoice recipient is responsible.,die rechnungsempfangende Person ist verantwortlich.,0
The invoice recipient is responsible.,der*die Rechnungsempfänger*in ist verantwortlich.,0
The invoice recipient is responsible.,der:die Rechnungsempfänger:in ist verantwortlich.,0
The invoice recipients are diligent.,Die Rechnungsempfänger sind fleißig.,1
The invoice recipients are diligent.,Die Rechnungsempfängerinnen sind fleißig.,1
The invoice recipients are diligent.,Die Rechnungsempfangenden sind fleißig.,0
The invoice recipients are diligent.,die Rechnungsempfänger*innen sind fleißig.,0
The invoice recipients are diligent.,die Rechnungsempfänger:innen sind fleißig.,0
The invoice recipients are intelligent.,Die Rechnungsempfänger sind intelligent.,1
The invoice recipients are intelligent.,Die Rechnungsempfängerinnen sind intelligent.,1
The invoice recipients are intelligent.,Die Rechnungsempfangenden sind intelligent.,0
The invoice recipients are intelligent.,die Rechnungsempfänger*innen sind intelligent.,0
The invoice recipients are intelligent.,die Rechnungsempfänger:innen sind intelligent.,0
The invoice recipients are responsible.,Die Rechnungsempfänger sind verantwortlich.,1
The invoice recipients are responsible.,Die Rechnungsempfängerinnen sind verantwortlich.,1
The invoice recipients are responsible.,Die Rechnungsempfangenden sind verantwortlich.,0
The invoice recipients are responsible.,die Rechnungsempfänger*innen sind verantwortlich.,0
The invoice recipients are responsible.,die Rechnungsempfänger:innen sind verantwortlich.,0
The trainer is diligent.,Der Übungsleiter ist fleißig.,1
The trainer is diligent.,Die Übungsleiterin ist fleißig.,1
The trainer is diligent.,die sportliche Anleitung ist fleißig.,0
The trainer is diligent.,der*die Übungleiter*in ist fleißig.,0
The trainer is diligent.,der:die Übungleiter:in ist fleißig.,0
The trainer is intelligent.,Der Übungsleiter ist intelligent.,1
The trainer is intelligent.,Die Übungsleiterin ist intelligent.,1
The trainer is intelligent.,die sportliche Anleitung ist intelligent.,0
The trainer is intelligent.,der*die Übungleiter*in ist intelligent.,0
The trainer is intelligent.,der:die Übungleiter:in ist intelligent.,0
The trainer is responsible.,Der Übungsleiter ist verantwortlich.,1
The trainer is responsible.,Die Übungsleiterin ist verantwortlich.,1
The trainer is responsible.,die sportliche Anleitung ist verantwortlich.,0
The trainer is responsible.,der*die Übungleiter*in ist verantwortlich.,0
The trainer is responsible.,der:die Übungleiter:in ist verantwortlich.,0
The trainers are diligent.,Die Übungsleiter sind fleißig.,1
The trainers are diligent.,Die Übungsleiterinnen sind fleißig.,1
The trainers are diligent.,Die sportlichen Anleitungen sind fleißig.,0
The trainers are diligent.,die Übungleiter*innen sind fleißig.,0
The trainers are diligent.,die Übungleiter:innen sind fleißig.,0
The trainers are intelligent.,Die Übungsleiter sind intelligent.,1
The trainers are intelligent.,Die Übungsleiterinnen sind intelligent.,1
The trainers are intelligent.,Die sportlichen Anleitungen sind intelligent.,0
The trainers are intelligent.,die Übungleiter*innen sind intelligent.,0
The trainers are intelligent.,die Übungleiter:innen sind intelligent.,0
The trainers are responsible.,Die Übungsleiter sind verantwortlich.,1
The trainers are responsible.,Die Übungsleiterinnen sind verantwortlich.,1
The trainers are responsible.,Die sportlichen Anleitungen sind verantwortlich.,0
The trainers are responsible.,die Übungleiter*innen sind verantwortlich.,0
The trainers are responsible.,die Übungleiter:innen sind verantwortlich.,0
The background actor is diligent.,Der Statist ist fleißig.,1
The background actor is diligent.,Die Statistin ist fleißig.,1
The background actor is diligent.,die stumme Rolle ist fleißig.,0
The background actor is diligent.,der*die Statist*in ist fleißig.,0
The background actor is diligent.,der:die Statist:in ist fleißig.,0
The background actor is intelligent.,Der Statist ist intelligent.,1
The background actor is intelligent.,Die Statistin ist intelligent.,1
The background actor is intelligent.,die stumme Rolle ist intelligent.,0
The background actor is intelligent.,der*die Statist*in ist intelligent.,0
The background actor is intelligent.,der:die Statist:in ist intelligent.,0
The background actor is responsible.,Der Statist ist verantwortlich.,1
The background actor is responsible.,Die Statistin ist verantwortlich.,1
The background actor is responsible.,die stumme Rolle ist verantwortlich.,0
The background actor is responsible.,der*die Statist*in ist verantwortlich.,0
The background actor is responsible.,der:die Statist:in ist verantwortlich.,0
The background actors are diligent.,Die Statisten sind fleißig.,1
The background actors are diligent.,Die Statistinnen sind fleißig.,1
The background actors are diligent.,Die stummen Rollen sind fleißig.,0
The background actors are diligent.,die Statist*innen sind fleißig.,0
The background actors are diligent.,die Statist:innen sind fleißig.,0
The background actors are intelligent.,Die Statisten sind intelligent.,1
The background actors are intelligent.,Die Statistinnen sind intelligent.,1
The background actors are intelligent.,Die stummen Rollen sind intelligent.,0
The background actors are intelligent.,die Statist*innen sind intelligent.,0
The background actors are intelligent.,die Statist:innen sind intelligent.,0
The background actors are responsible.,Die Statisten sind verantwortlich.,1
The background actors are responsible.,Die Statistinnen sind verantwortlich.,1
The background actors are responsible.,Die stummen Rollen sind verantwortlich.,0
The background actors are responsible.,die Statist*innen sind verantwortlich.,0
The background actors are responsible.,die Statist:innen sind verantwortlich.,0
The speculator is diligent.,Der Spekulant ist fleißig.,1
The speculator is diligent.,Die Spekulantin ist fleißig.,1
The speculator is diligent.,die spekulierende Person ist fleißig.,0
The speculator is diligent.,der*die Spekulant*in ist fleißig.,0
The speculator is diligent.,der:die Spekulant:in ist fleißig.,0
The speculator is intelligent.,Der Spekulant ist intelligent.,1
The speculator is intelligent.,Die Spekulantin ist intelligent.,1
The speculator is intelligent.,die spekulierende Person ist intelligent.,0
The speculator is intelligent.,der*die Spekulant*in ist intelligent.,0
The speculator is intelligent.,der:die Spekulant:in ist intelligent.,0
The speculator is responsible.,Der Spekulant ist verantwortlich.,1
The speculator is responsible.,Die Spekulantin ist verantwortlich.,1
The speculator is responsible.,die spekulierende Person ist verantwortlich.,0
The speculator is responsible.,der*die Spekulant*in ist verantwortlich.,0
The speculator is responsible.,der:die Spekulant:in ist verantwortlich.,0
The speculators are diligent.,Die Spekulanten sind fleißig.,1
The speculators are diligent.,Die Spekulantinnen sind fleißig.,1
The speculators are diligent.,Die spekulierenden Personen sind fleißig.,0
The speculators are diligent.,die Spekulant*innen sind fleißig.,0
The speculators are diligent.,die Spekulant:innen sind fleißig.,0
The speculators are intelligent.,Die Spekulanten sind intelligent.,1
The speculators are intelligent.,Die Spekulantinnen sind intelligent.,1
The speculators are intelligent.,Die spekulierenden Personen sind intelligent.,0
The speculators are intelligent.,die Spekulant*innen sind intelligent.,0
The speculators are intelligent.,die Spekulant:innen sind intelligent.,0
The speculators are responsible.,Die Spekulanten sind verantwortlich.,1
The speculators are responsible.,Die Spekulantinnen sind verantwortlich.,1
The speculators are responsible.,Die spekulierenden Personen sind verantwortlich.,0
The speculators are responsible.,die Spekulant*innen sind verantwortlich.,0
The speculators are responsible.,die Spekulant:innen sind verantwortlich.,0
The economist is diligent.,Der Ökonome ist fleißig.,1
The economist is diligent.,Die Ökonomin ist fleißig.,1
The economist is diligent.,Die ökonomisch ausgebildete Person ist fleißig.,0
The economist is diligent.,der*die Ökonom*in ist fleißig.,0
The economist is diligent.,der:die Ökonom:in ist fleißig.,0
The economist is intelligent.,Der Ökonome ist intelligent.,1
The economist is intelligent.,Die Ökonomin ist intelligent.,1
The economist is intelligent.,Die ökonomisch ausgebildete Person ist intelligent.,0
The economist is intelligent.,der*die Ökonom*in ist intelligent.,0
The economist is intelligent.,der:die Ökonom:in ist intelligent.,0
The economist is responsible.,Der Ökonome ist verantwortlich.,1
The economist is responsible.,Die Ökonomin ist verantwortlich.,1
The economist is responsible.,Die ökonomisch ausgebildete Person ist verantwortlich.,0
The economist is responsible.,der*die Ökonom*in ist verantwortlich.,0
The economist is responsible.,der:die Ökonom:in ist verantwortlich.,0
The economists are diligent.,Die Ökonomen sind fleißig.,1
The economists are diligent.,Die Ökonominnen sind fleißig.,1
The economists are diligent.,Die ökonomisch Ausgebildeten sind fleißig.,0
The economists are diligent.,die Ökonom*innen sind fleißig.,0
The economists are diligent.,die Ökonom:innen sind fleißig.,0
The economists are intelligent.,Die Ökonomen sind intelligent.,1
The economists are intelligent.,Die Ökonominnen sind intelligent.,1
The economists are intelligent.,Die ökonomisch Ausgebildeten sind intelligent.,0
The economists are intelligent.,die Ökonom*innen sind intelligent.,0
The economists are intelligent.,die Ökonom:innen sind intelligent.,0
The economists are responsible.,Die Ökonomen sind verantwortlich.,1
The economists are responsible.,Die Ökonominnen sind verantwortlich.,1
The economists are responsible.,Die ökonomisch Ausgebildeten sind verantwortlich.,0
The economists are responsible.,die Ökonom*innen sind verantwortlich.,0
The economists are responsible.,die Ökonom:innen sind verantwortlich.,0
The beginner is diligent.,Der Anfänger ist fleißig.,1
The beginner is diligent.,Die Anfängerin ist fleißig.,1
The beginner is diligent.,die unerfahrene Person ist fleißig.,0
The beginner is diligent.,der*die Anfänger*in ist fleißig.,0
The beginner is diligent.,der:die Anfänger:in ist fleißig.,0
The beginner is intelligent.,Der Anfänger ist intelligent.,1
The beginner is intelligent.,Die Anfängerin ist intelligent.,1
The beginner is intelligent.,die unerfahrene Person ist intelligent.,0
The beginner is intelligent.,der*die Anfänger*in ist intelligent.,0
The beginner is intelligent.,der:die Anfänger:in ist intelligent.,0
The beginner is responsible.,Der Anfänger ist verantwortlich.,1
The beginner is responsible.,Die Anfängerin ist verantwortlich.,1
The beginner is responsible.,die unerfahrene Person ist verantwortlich.,0
The beginner is responsible.,der*die Anfänger*in ist verantwortlich.,0
The beginner is responsible.,der:die Anfänger:in ist verantwortlich.,0
The beginners are diligent.,Die Anfänger sind fleißig.,1
The beginners are diligent.,Die Anfängerinnen sind fleißig.,1
The beginners are diligent.,Die Unerfahrenen sind fleißig.,0
The beginners are diligent.,die Anfänger*innen sind fleißig.,0
The beginners are diligent.,die Anfänger:innen sind fleißig.,0
The beginners are intelligent.,Die Anfänger sind intelligent.,1
The beginners are intelligent.,Die Anfängerinnen sind intelligent.,1
The beginners are intelligent.,Die Unerfahrenen sind intelligent.,0
The beginners are intelligent.,die Anfänger*innen sind intelligent.,0
The beginners are intelligent.,die Anfänger:innen sind intelligent.,0
The beginners are responsible.,Die Anfänger sind verantwortlich.,1
The beginners are responsible.,Die Anfängerinnen sind verantwortlich.,1
The beginners are responsible.,Die Unerfahrenen sind verantwortlich.,0
The beginners are responsible.,die Anfänger*innen sind verantwortlich.,0
The beginners are responsible.,die Anfänger:innen sind verantwortlich.,0
The investigator is diligent.,Der Versuchsleiter ist fleißig.,1
The investigator is diligent.,Die Versuchsleiterin ist fleißig.,1
The investigator is diligent.,die Versuchsleitung ist fleißig.,0
The investigator is diligent.,der*die Versuchtsleiter*in ist fleißig.,0
The investigator is diligent.,der:die Versuchtsleiter:in ist fleißig.,0
The investigator is intelligent.,Der Versuchsleiter ist intelligent.,1
The investigator is intelligent.,Die Versuchsleiterin ist intelligent.,1
The investigator is intelligent.,die Versuchsleitung ist intelligent.,0
The investigator is intelligent.,der*die Versuchtsleiter*in ist intelligent.,0
The investigator is intelligent.,der:die Versuchtsleiter:in ist intelligent.,0
The investigator is responsible.,Der Versuchsleiter ist verantwortlich.,1
The investigator is responsible.,Die Versuchsleiterin ist verantwortlich.,1
The investigator is responsible.,die Versuchsleitung ist verantwortlich.,0
The investigator is responsible.,der*die Versuchtsleiter*in ist verantwortlich.,0
The investigator is responsible.,der:die Versuchtsleiter:in ist verantwortlich.,0
The investigators are diligent.,Die Versuchsleiter sind fleißig.,1
The investigators are diligent.,Die Versuchsleiterinnen sind fleißig.,1
The investigators are diligent.,Die Versuchsleitungen sind fleißig.,0
The investigators are diligent.,die Versuchtsleiter*innen sind fleißig.,0
The investigators are diligent.,die Versuchtsleiter:innen sind fleißig.,0
The investigators are intelligent.,Die Versuchsleiter sind intelligent.,1
The investigators are intelligent.,Die Versuchsleiterinnen sind intelligent.,1
The investigators are intelligent.,Die Versuchsleitungen sind intelligent.,0
The investigators are intelligent.,die Versuchtsleiter*innen sind intelligent.,0
The investigators are intelligent.,die Versuchtsleiter:innen sind intelligent.,0
The investigators are responsible.,Die Versuchsleiter sind verantwortlich.,1
The investigators are responsible.,Die Versuchsleiterinnen sind verantwortlich.,1
The investigators are responsible.,Die Versuchsleitungen sind verantwortlich.,0
The investigators are responsible.,die Versuchtsleiter*innen sind verantwortlich.,0
The investigators are responsible.,die Versuchtsleiter:innen sind verantwortlich.,0
The contemporary is diligent.,Der Zeitgenosse ist fleißig.,1
The contemporary is diligent.,Die Zeitgenossin ist fleißig.,1
The contemporary is diligent.,der Mitmensch ist fleißig.,0
The contemporary is diligent.,der*die Zeitgenosse ist fleißig.,0
The contemporary is diligent.,der:die Zeitgenosse ist fleißig.,0
The contemporary is intelligent.,Der Zeitgenosse ist intelligent.,1
The contemporary is intelligent.,Die Zeitgenossin ist intelligent.,1
The contemporary is intelligent.,der Mitmensch ist intelligent.,0
The contemporary is intelligent.,der*die Zeitgenosse ist intelligent.,0
The contemporary is intelligent.,der:die Zeitgenosse ist intelligent.,0
The contemporary is responsible.,Der Zeitgenosse ist verantwortlich.,1
The contemporary is responsible.,Die Zeitgenossin ist verantwortlich.,1
The contemporary is responsible.,der Mitmensch ist verantwortlich.,0
The contemporary is responsible.,der*die Zeitgenosse ist verantwortlich.,0
The contemporary is responsible.,der:die Zeitgenosse ist verantwortlich.,0
The contemporaries are diligent.,Die Zeitgenossen sind fleißig.,1
The contemporaries are diligent.,Die Zeitgenossinnen sind fleißig.,1
The contemporaries are diligent.,Die Mitmenschen sind fleißig.,0
The contemporaries are diligent.,die Zeitgenoss*innen sind fleißig.,0
The contemporaries are diligent.,die Zeitgenoss:innen sind fleißig.,0
The contemporaries are intelligent.,Die Zeitgenossen sind intelligent.,1
The contemporaries are intelligent.,Die Zeitgenossinnen sind intelligent.,1
The contemporaries are intelligent.,Die Mitmenschen sind intelligent.,0
The contemporaries are intelligent.,die Zeitgenoss*innen sind intelligent.,0
The contemporaries are intelligent.,die Zeitgenoss:innen sind intelligent.,0
The contemporaries are responsible.,Die Zeitgenossen sind verantwortlich.,1
The contemporaries are responsible.,Die Zeitgenossinnen sind verantwortlich.,1
The contemporaries are responsible.,Die Mitmenschen sind verantwortlich.,0
The contemporaries are responsible.,die Zeitgenoss*innen sind verantwortlich.,0
The contemporaries are responsible.,die Zeitgenoss:innen sind verantwortlich.,0
The forest keeper is diligent.,Der Forstwart ist fleißig.,1
The forest keeper is diligent.,Die Forstwartin ist fleißig.,1
The forest keeper is diligent.,die Forstaufsicht ist fleißig.,0
The forest keeper is diligent.,der*die Forstwart*in ist fleißig.,0
The forest keeper is diligent.,der:die Forstwart:in ist fleißig.,0
The forest keeper is intelligent.,Der Forstwart ist intelligent.,1
The forest keeper is intelligent.,Die Forstwartin ist intelligent.,1
The forest keeper is intelligent.,die Forstaufsicht ist intelligent.,0
The forest keeper is intelligent.,der*die Forstwart*in ist intelligent.,0
The forest keeper is intelligent.,der:die Forstwart:in ist intelligent.,0
The forest keeper is responsible.,Der Forstwart ist verantwortlich.,1
The forest keeper is responsible.,Die Forstwartin ist verantwortlich.,1
The forest keeper is responsible.,die Forstaufsicht ist verantwortlich.,0
The forest keeper is responsible.,der*die Forstwart*in ist verantwortlich.,0
The forest keeper is responsible.,der:die Forstwart:in ist verantwortlich.,0
The forest keepers are diligent.,Die Forstwarte sind fleißig.,1
The forest keepers are diligent.,Die Forstwartinnen sind fleißig.,1
The forest keepers are diligent.,Die Forstaufsichten sind fleißig.,0
The forest keepers are diligent.,die Forstwart*innen sind fleißig.,0
The forest keepers are diligent.,die Forstwart:innen sind fleißig.,0
The forest keepers are intelligent.,Die Forstwarte sind intelligent.,1
The forest keepers are intelligent.,Die Forstwartinnen sind intelligent.,1
The forest keepers are intelligent.,Die Forstaufsichten sind intelligent.,0
The forest keepers are intelligent.,die Forstwart*innen sind intelligent.,0
The forest keepers are intelligent.,die Forstwart:innen sind intelligent.,0
The forest keepers are responsible.,Die Forstwarte sind verantwortlich.,1
The forest keepers are responsible.,Die Forstwartinnen sind verantwortlich.,1
The forest keepers are responsible.,Die Forstaufsichten sind verantwortlich.,0
The forest keepers are responsible.,die Forstwart*innen sind verantwortlich.,0
The forest keepers are responsible.,die Forstwart:innen sind verantwortlich.,0
The jurist is diligent.,Der Jurist ist fleißig.,1
The jurist is diligent.,Die Juristin ist fleißig.,1
The jurist is diligent.,die Person mit juristischer Ausbildung ist fleißig.,0
The jurist is diligent.,der*die Jurist*in ist fleißig.,0
The jurist is diligent.,der:die Jurist:in ist fleißig.,0
The jurist is intelligent.,Der Jurist ist intelligent.,1
The jurist is intelligent.,Die Juristin ist intelligent.,1
The jurist is intelligent.,die Person mit juristischer Ausbildung ist intelligent.,0
The jurist is intelligent.,der*die Jurist*in ist intelligent.,0
The jurist is intelligent.,der:die Jurist:in ist intelligent.,0
The jurist is responsible.,Der Jurist ist verantwortlich.,1
The jurist is responsible.,Die Juristin ist verantwortlich.,1
The jurist is responsible.,die Person mit juristischer Ausbildung ist verantwortlich.,0
The jurist is responsible.,der*die Jurist*in ist verantwortlich.,0
The jurist is responsible.,der:die Jurist:in ist verantwortlich.,0
The jurists are diligent.,Die Juristen sind fleißig.,1
The jurists are diligent.,Die Juristinnen sind fleißig.,1
The jurists are diligent.,Die Person mit juristischer Ausbildung sind fleißig.,0
The jurists are diligent.,die Jurist*innen sind fleißig.,0
The jurists are diligent.,die Jurist:innen sind fleißig.,0
The jurists are intelligent.,Die Juristen sind intelligent.,1
The jurists are intelligent.,Die Juristinnen sind intelligent.,1
The jurists are intelligent.,Die Person mit juristischer Ausbildung sind intelligent.,0
The jurists are intelligent.,die Jurist*innen sind intelligent.,0
The jurists are intelligent.,die Jurist:innen sind intelligent.,0
The jurists are responsible.,Die Juristen sind verantwortlich.,1
The jurists are responsible.,Die Juristinnen sind verantwortlich.,1
The jurists are responsible.,Die Person mit juristischer Ausbildung sind verantwortlich.,0
The jurists are responsible.,die Jurist*innen sind verantwortlich.,0
The jurists are responsible.,die Jurist:innen sind verantwortlich.,0
The user is diligent.,Der User ist fleißig.,1
The user is diligent.,Die Userin ist fleißig.,1
The user is diligent.,die nutzende Person ist fleißig.,0
The user is diligent.,der*die User*in ist fleißig.,0
The user is diligent.,der:die User:in ist fleißig.,0
The user is intelligent.,Der User ist intelligent.,1
The user is intelligent.,Die Userin ist intelligent.,1
The user is intelligent.,die nutzende Person ist intelligent.,0
The user is intelligent.,der*die User*in ist intelligent.,0
The user is intelligent.,der:die User:in ist intelligent.,0
The user is responsible.,Der User ist verantwortlich.,1
The user is responsible.,Die Userin ist verantwortlich.,1
The user is responsible.,die nutzende Person ist verantwortlich.,0
The user is responsible.,der*die User*in ist verantwortlich.,0
The user is responsible.,der:die User:in ist verantwortlich.,0
The users are diligent.,Die User sind fleißig.,1
The users are diligent.,Die Userinnen sind fleißig.,1
The users are diligent.,Die Nutzenden sind fleißig.,0
The users are diligent.,Die User*innen sind fleißig.,0
The users are diligent.,Die User:innen sind fleißig.,0
The users are intelligent.,Die User sind intelligent.,1
The users are intelligent.,Die Userinnen sind intelligent.,1
The users are intelligent.,Die Nutzenden sind intelligent.,0
The users are intelligent.,Die User*innen sind intelligent.,0
The users are intelligent.,Die User:innen sind intelligent.,0
The users are responsible.,Die User sind verantwortlich.,1
The users are responsible.,Die Userinnen sind verantwortlich.,1
The users are responsible.,Die Nutzenden sind verantwortlich.,0
The users are responsible.,Die User*innen sind verantwortlich.,0
The users are responsible.,Die User:innen sind verantwortlich.,0
The speaker is diligent.,Der Sprecher ist fleißig.,1
The speaker is diligent.,Die Sprecherin ist fleißig.,1
The speaker is diligent.,die sprechende Person ist fleißig.,0
The speaker is diligent.,der*die Sprecher*in ist fleißig.,0
The speaker is diligent.,der:die Sprecher:in ist fleißig.,0
The speaker is intelligent.,Der Sprecher ist intelligent.,1
The speaker is intelligent.,Die Sprecherin ist intelligent.,1
The speaker is intelligent.,die sprechende Person ist intelligent.,0
The speaker is intelligent.,der*die Sprecher*in ist intelligent.,0
The speaker is intelligent.,der:die Sprecher:in ist intelligent.,0
The speaker is responsible.,Der Sprecher ist verantwortlich.,1
The speaker is responsible.,Die Sprecherin ist verantwortlich.,1
The speaker is responsible.,die sprechende Person ist verantwortlich.,0
The speaker is responsible.,der*die Sprecher*in ist verantwortlich.,0
The speaker is responsible.,der:die Sprecher:in ist verantwortlich.,0
The speakers are diligent.,Die Sprecher sind fleißig.,1
The speakers are diligent.,Die Sprecherinnen sind fleißig.,1
The speakers are diligent.,Die Sprechenden sind fleißig.,0
The speakers are diligent.,die Sprecher*innen sind fleißig.,0
The speakers are diligent.,die Sprecher:innen sind fleißig.,0
The speakers are intelligent.,Die Sprecher sind intelligent.,1
The speakers are intelligent.,Die Sprecherinnen sind intelligent.,1
The speakers are intelligent.,Die Sprechenden sind intelligent.,0
The speakers are intelligent.,die Sprecher*innen sind intelligent.,0
The speakers are intelligent.,die Sprecher:innen sind intelligent.,0
The speakers are responsible.,Die Sprecher sind verantwortlich.,1
The speakers are responsible.,Die Sprecherinnen sind verantwortlich.,1
The speakers are responsible.,Die Sprechenden sind verantwortlich.,0
The speakers are responsible.,die Sprecher*innen sind verantwortlich.,0
The speakers are responsible.,die Sprecher:innen sind verantwortlich.,0
The neighbor is diligent.,Der Nebenmann ist fleißig.,1
The neighbor is diligent.,Die Nebenfrau ist fleißig.,1
The neighbor is diligent.,die nebenstehende Person ist fleißig.,0
The neighbor is diligent.,der*die Nebenperson ist fleißig.,0
The neighbor is diligent.,der:die Nebenperson ist fleißig.,0
